task_suite,task_id,episode_index,replan_steps,latency_steps,seed,initial_state_sha256,pair_id,async_unguarded_success,latency_aligned_success,aligned_minus_async_success,async_unguarded_policy_queries,latency_aligned_policy_queries,aligned_minus_async_policy_queries,async_unguarded_runtime_failure,latency_aligned_runtime_failure,async_unguarded_failure_category,latency_aligned_failure_category,async_unguarded_failure_type,latency_aligned_failure_type
libero_spatial,2,3,5,4,7,d67e69d4f8823bbe8f4e01bbf2aea7eb3a46eb112554106f71dd6b1c953ae6b7,libero_spatial/task_002/episode_003/h_05/l_004,False,True,1,25,12,-13,False,False,,,,
libero_spatial,2,4,5,0,7,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,libero_spatial/task_002/episode_004/h_05/l_000,True,True,0,20,21,1,False,False,,,,
libero_spatial,2,4,5,2,7,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,libero_spatial/task_002/episode_004/h_05/l_002,True,True,0,16,15,-1,False,False,,,,
libero_spatial,2,4,5,4,7,506e308c3babde82a347c5a23525a687d3c2f59adb5f7e29a9c338ec7abc7fcf,libero_spatial/task_002/episode_004/h_05/l_004,True,True,0,15,13,-2,False,False,,,,
libero_spatial,3,0,5,0,7,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,libero_spatial/task_003/episode_000/h_05/l_000,True,True,0,18,17,-1,False,False,,,,
libero_spatial,3,0,5,2,7,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,libero_spatial/task_003/episode_000/h_05/l_002,False,True,1,32,14,-18,False,False,,,,
libero_spatial,3,0,5,4,7,63e3f2e0b980d79c6d974bb7d9d537d1997a100670f27bbff2946a11cfa0b635,libero_spatial/task_003/episode_000/h_05/l_004,True,True,0,21,11,-10,False,False,,,,
libero_spatial,3,1,5,0,7,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,libero_spatial/task_003/episode_001/h_05/l_000,True,True,0,17,17,0,False,False,,,,
libero_spatial,3,1,5,2,7,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,libero_spatial/task_003/episode_001/h_05/l_002,True,True,0,15,12,-3,False,False,,,,
libero_spatial,3,1,5,4,7,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,libero_spatial/task_003/episode_001/h_05/l_004,False,True,1,25,10,-15,False,False,,,,
libero_spatial,3,2,5,0,7,7e46eb0926b19da8520a12aa89a2137d9e4603b4a97ec83da200dc73c63f9dfb,libero_spatial/task_003/episode_002/h_05/l_000,True,True,0,16,16,0,False,False,,,,
libero_spatial,3,2,5,2,7,7e46eb0926b19da8520a12aa89a2137d9e4603b4a97ec83da200dc73c63f9dfb,libero_spatial/task_003/episode_002/h_05/l_002,True,False,-1,18,32,14,False,False,,,,
libero_spatial,3,2,5,4,7,7e46eb0926b19da8520a12aa89a2137d9e4603b4a97ec83da200dc73c63f9dfb,libero_spatial/task_003/episode_002/h_05/l_004,False,True,1,25,10,-15,False,False,,,,
libero_spatial,3,3,5,0,7,a93982cfb7190095b7b03108be7ca4828a77f649509bde23d7bc535c91a75189,libero_spatial/task_003/episode_003/h_05/l_000,True,True,0,18,19,1,False,False,,,,
libero_spatial,3,3,5,2,7,a93982cfb7190095b7b03108be7ca4828a77f649509bde23d7bc535c91a75189,libero_spatial/task_003/episode_003/h_05/l_002,True,True,0,23,13,-10,False,False,,,,
libero_spatial,3,3,5,4,7,a93982cfb7190095b7b03108be7ca4828a77f649509bde23d7bc535c91a75189,libero_spatial/task_003/episode_003/h_05/l_004,True,True,0,19,10,-9,False,False,,,,
libero_spatial,3,4,5,0,7,a33b8722d1c9c4434a8ac96461fbe20f9159949b23fe3bd857e1a09298f7d775,libero_spatial/task_003/episode_004/h_05/l_000,True,True,0,18,18,0,False,False,,,,
libero_spatial,3,4,5,2,7,a33b8722d1c9c4434a8ac96461fbe20f9159949b23fe3bd857e1a09298f7d775,libero_spatial/task_003/episode_004/h_05/l_002,False,True,1,32,13,-19,False,False,,,,
libero_spatial,3,4,5,4,7,a33b8722d1c9c4434a8ac96461fbe20f9159949b23fe3bd857e1a09298f7d775,libero_spatial/task_003/episode_004/h_05/l_004,False,True,1,25,11,-14,False,False,,,,
libero_spatial,4,0,5,0,7,1bec82314760dc1015377b8cebf3627af0020e1c7ce928989a7d6fdc8679649a,libero_spatial/task_004/episode_000/h_05/l_000,True,True,0,36,24,-12,False,False,,,,
libero_spatial,4,0,5,2,7,1bec82314760dc1015377b8cebf3627af0020e1c7ce928989a7d6fdc8679649a,libero_spatial/task_004/episode_000/h_05/l_002,True,True,0,21,18,-3,False,False,,,,
libero_spatial,4,0,5,4,7,1bec82314760dc1015377b8cebf3627af0020e1c7ce928989a7d6fdc8679649a,libero_spatial/task_004/episode_000/h_05/l_004,False,True,1,25,15,-10,False,False,,,,
libero_spatial,4,1,5,0,7,edb02423af27fd85edc08731a8438e5f3de8dd2454592461a4a8824a3c2db194,libero_spatial/task_004/episode_001/h_05/l_000,True,True,0,27,27,0,False,False,,,,
libero_spatial,4,1,5,2,7,edb02423af27fd85edc08731a8438e5f3de8dd2454592461a4a8824a3c2db194,libero_spatial/task_004/episode_001/h_05/l_002,True,True,0,22,21,-1,False,False,,,,
libero_spatial,4,1,5,4,7,edb02423af27fd85edc08731a8438e5f3de8dd2454592461a4a8824a3c2db194,libero_spatial/task_004/episode_001/h_05/l_004,False,True,1,25,15,-10,False,False,,,,
libero_spatial,4,2,5,0,7,f8a2dbb1a987b5a79f5a64914ea62ff0563800c668fbe3e3e8bc5bfc0598a5de,libero_spatial/task_004/episode_002/h_05/l_000,True,True,0,25,25,0,False,False,,,,
libero_spatial,4,2,5,2,7,f8a2dbb1a987b5a79f5a64914ea62ff0563800c668fbe3e3e8bc5bfc0598a5de,libero_spatial/task_004/episode_002/h_05/l_002,True,True,0,21,18,-3,False,False,,,,
libero_spatial,4,2,5,4,7,f8a2dbb1a987b5a79f5a64914ea62ff0563800c668fbe3e3e8bc5bfc0598a5de,libero_spatial/task_004/episode_002/h_05/l_004,True,True,0,18,13,-5,False,False,,,,
libero_spatial,4,3,5,0,7,3376a8bfa399d19ecfe12c62fee6d899c23250492d93f90ceb0cdbb97da750da,libero_spatial/task_004/episode_003/h_05/l_000,True,True,0,27,27,0,False,False,,,,
libero_spatial,4,3,5,2,7,3376a8bfa399d19ecfe12c62fee6d899c23250492d93f90ceb0cdbb97da750da,libero_spatial/task_004/episode_003/h_05/l_002,False,True,1,32,20,-12,False,False,,,,
libero_spatial,4,3,5,4,7,3376a8bfa399d19ecfe12c62fee6d899c23250492d93f90ceb0cdbb97da750da,libero_spatial/task_004/episode_003/h_05/l_004,False,True,1,25,16,-9,False,False,,,,
libero_spatial,4,4,5,0,7,849063999c0410fd1fd9bcd5c25333195faf1a19fccc6fa55a3dc047f3e2524d,libero_spatial/task_004/episode_004/h_05/l_000,True,True,0,27,27,0,False,False,,,,
libero_spatial,4,4,5,2,7,849063999c0410fd1fd9bcd5c25333195faf1a19fccc6fa55a3dc047f3e2524d,libero_spatial/task_004/episode_004/h_05/l_002,True,True,0,22,20,-2,False,False,,,,
libero_spatial,4,4,5,4,7,849063999c0410fd1fd9bcd5c25333195faf1a19fccc6fa55a3dc047f3e2524d,libero_spatial/task_004/episode_004/h_05/l_004,False,True,1,25,16,-9,False,False,,,,
libero_spatial,5,0,5,0,7,50a2e023070589c05828b0773b9013c33931872a1128e2a5498b6d5c9a6199d9,libero_spatial/task_005/episode_000/h_05/l_000,True,True,0,20,19,-1,False,False,,,,
libero_spatial,5,0,5,2,7,50a2e023070589c05828b0773b9013c33931872a1128e2a5498b6d5c9a6199d9,libero_spatial/task_005/episode_000/h_05/l_002,True,True,0,19,14,-5,False,False,,,,
libero_spatial,5,0,5,4,7,50a2e023070589c05828b0773b9013c33931872a1128e2a5498b6d5c9a6199d9,libero_spatial/task_005/episode_000/h_05/l_004,False,True,1,25,11,-14,False,False,,,,
libero_spatial,5,1,5,0,7,dc873b54c357efc1331f6ec3ecc0218451cfca3758a2c587bbcba01e3a152536,libero_spatial/task_005/episode_001/h_05/l_000,True,True,0,20,20,0,False,False,,,,
libero_spatial,5,1,5,2,7,dc873b54c357efc1331f6ec3ecc0218451cfca3758a2c587bbcba01e3a152536,libero_spatial/task_005/episode_001/h_05/l_002,True,True,0,16,15,-1,False,False,,,,
libero_spatial,5,1,5,4,7,dc873b54c357efc1331f6ec3ecc0218451cfca3758a2c587bbcba01e3a152536,libero_spatial/task_005/episode_001/h_05/l_004,False,True,1,25,12,-13,False,False,,,,
libero_spatial,5,2,5,0,7,a8b8f9f353f8b0e6050c30ba844bc798b303638b4a60c260572e5fdac41b41a8,libero_spatial/task_005/episode_002/h_05/l_000,True,True,0,20,18,-2,False,False,,,,
libero_spatial,5,2,5,2,7,a8b8f9f353f8b0e6050c30ba844bc798b303638b4a60c260572e5fdac41b41a8,libero_spatial/task_005/episode_002/h_05/l_002,False,True,1,32,14,-18,False,False,,,,
libero_spatial,5,2,5,4,7,a8b8f9f353f8b0e6050c30ba844bc798b303638b4a60c260572e5fdac41b41a8,libero_spatial/task_005/episode_002/h_05/l_004,False,True,1,25,11,-14,False,False,,,,
libero_spatial,5,3,5,0,7,0607397f0777d5b0fc1045bd5156a98ae198d412ac53cd431cb8a6ead267714f,libero_spatial/task_005/episode_003/h_05/l_000,True,True,0,18,18,0,False,False,,,,
libero_spatial,5,3,5,2,7,0607397f0777d5b0fc1045bd5156a98ae198d412ac53cd431cb8a6ead267714f,libero_spatial/task_005/episode_003/h_05/l_002,True,True,0,16,14,-2,False,False,,,,
libero_spatial,5,3,5,4,7,0607397f0777d5b0fc1045bd5156a98ae198d412ac53cd431cb8a6ead267714f,libero_spatial/task_005/episode_003/h_05/l_004,False,True,1,25,11,-14,False,False,,,,
libero_spatial,5,4,5,0,7,aa0cdeadd136826eac6b6e1aab3d5369dc6850b036ee9bea029eafb4f6df2401,libero_spatial/task_005/episode_004/h_05/l_000,True,True,0,20,21,1,False,False,,,,
libero_spatial,5,4,5,2,7,aa0cdeadd136826eac6b6e1aab3d5369dc6850b036ee9bea029eafb4f6df2401,libero_spatial/task_005/episode_004/h_05/l_002,True,True,0,26,14,-12,False,False,,,,
libero_spatial,5,4,5,4,7,aa0cdeadd136826eac6b6e1aab3d5369dc6850b036ee9bea029eafb4f6df2401,libero_spatial/task_005/episode_004/h_05/l_004,False,True,1,25,12,-13,False,False,,,,
libero_spatial,6,0,5,0,7,abd69b1a920e17fb71eb569ca0c4a65e9f2bd1d53a2afdc7534c5829689e8976,libero_spatial/task_006/episode_000/h_05/l_000,True,True,0,22,22,0,False,False,,,,
libero_spatial,6,0,5,2,7,abd69b1a920e17fb71eb569ca0c4a65e9f2bd1d53a2afdc7534c5829689e8976,libero_spatial/task_006/episode_000/h_05/l_002,True,True,0,17,16,-1,False,False,,,,
libero_spatial,6,0,5,4,7,abd69b1a920e17fb71eb569ca0c4a65e9f2bd1d53a2afdc7534c5829689e8976,libero_spatial/task_006/episode_000/h_05/l_004,True,True,0,17,13,-4,False,False,,,,
libero_spatial,6,1,5,0,7,c842084163bd41b0a713c483747fa948aa5cbdb179efa78042fb1b530996025e,libero_spatial/task_006/episode_001/h_05/l_000,True,True,0,21,22,1,False,False,,,,
libero_spatial,6,1,5,2,7,c842084163bd41b0a713c483747fa948aa5cbdb179efa78042fb1b530996025e,libero_spatial/task_006/episode_001/h_05/l_002,True,True,0,19,16,-3,False,False,,,,
libero_spatial,6,1,5,4,7,c842084163bd41b0a713c483747fa948aa5cbdb179efa78042fb1b530996025e,libero_spatial/task_006/episode_001/h_05/l_004,True,True,0,17,13,-4,False,False,,,,
libero_spatial,6,2,5,0,7,91e00da57baa3c81ba77261da1baa91030084e484fee9dc871f43bccde2503e8,libero_spatial/task_006/episode_002/h_05/l_000,True,True,0,19,19,0,False,False,,,,
libero_spatial,6,2,5,2,7,91e00da57baa3c81ba77261da1baa91030084e484fee9dc871f43bccde2503e8,libero_spatial/task_006/episode_002/h_05/l_002,True,True,0,17,15,-2,False,False,,,,
libero_spatial,6,2,5,4,7,91e00da57baa3c81ba77261da1baa91030084e484fee9dc871f43bccde2503e8,libero_spatial/task_006/episode_002/h_05/l_004,True,True,0,16,12,-4,False,False,,,,
libero_spatial,6,3,5,0,7,9f9d1b0dc2f8b5271791b133c2598d77d00899cbbd3665106a192c103f17dfa4,libero_spatial/task_006/episode_003/h_05/l_000,True,True,0,27,20,-7,False,False,,,,
libero_spatial,6,3,5,2,7,9f9d1b0dc2f8b5271791b133c2598d77d00899cbbd3665106a192c103f17dfa4,libero_spatial/task_006/episode_003/h_05/l_002,True,True,0,18,14,-4,False,False,,,,
libero_spatial,6,3,5,4,7,9f9d1b0dc2f8b5271791b133c2598d77d00899cbbd3665106a192c103f17dfa4,libero_spatial/task_006/episode_003/h_05/l_004,True,True,0,24,15,-9,False,False,,,,
libero_spatial,6,4,5,0,7,fcaeac7cc17d1c0008bf07f238e2d4abfb1c63f4b2231fd34feefdb33b265d8f,libero_spatial/task_006/episode_004/h_05/l_000,True,True,0,21,21,0,False,False,,,,
libero_spatial,6,4,5,2,7,fcaeac7cc17d1c0008bf07f238e2d4abfb1c63f4b2231fd34feefdb33b265d8f,libero_spatial/task_006/episode_004/h_05/l_002,True,True,0,18,15,-3,False,False,,,,
libero_spatial,6,4,5,4,7,fcaeac7cc17d1c0008bf07f238e2d4abfb1c63f4b2231fd34feefdb33b265d8f,libero_spatial/task_006/episode_004/h_05/l_004,True,True,0,17,12,-5,False,False,,,,
libero_spatial,7,0,5,0,7,434eed2fc53c989bc732027e2f84ef9a6778a61afb39de34cda24d1f159d8a09,libero_spatial/task_007/episode_000/h_05/l_000,True,True,0,24,25,1,False,False,,,,
libero_spatial,7,0,5,2,7,434eed2fc53c989bc732027e2f84ef9a6778a61afb39de34cda24d1f159d8a09,libero_spatial/task_007/episode_000/h_05/l_002,False,True,1,32,18,-14,False,False,,,,
libero_spatial,7,0,5,4,7,434eed2fc53c989bc732027e2f84ef9a6778a61afb39de34cda24d1f159d8a09,libero_spatial/task_007/episode_000/h_05/l_004,True,True,0,23,15,-8,False,False,,,,
libero_spatial,7,1,5,0,7,0faab8f1d5121884a8c839fc59a5111100899ae4005d45dd1692d6889126a437,libero_spatial/task_007/episode_001/h_05/l_000,True,True,0,24,24,0,False,False,,,,
libero_spatial,7,1,5,2,7,0faab8f1d5121884a8c839fc59a5111100899ae4005d45dd1692d6889126a437,libero_spatial/task_007/episode_001/h_05/l_002,True,True,0,17,17,0,False,False,,,,
libero_spatial,7,1,5,4,7,0faab8f1d5121884a8c839fc59a5111100899ae4005d45dd1692d6889126a437,libero_spatial/task_007/episode_001/h_05/l_004,True,True,0,18,15,-3,False,False,,,,
libero_spatial,7,2,5,0,7,1c1703245f40c6b33d019ca7408d7e7ddbe6c929ab00fbbd8b001573c307fb8e,libero_spatial/task_007/episode_002/h_05/l_000,True,True,0,24,23,-1,False,False,,,,
libero_spatial,7,2,5,2,7,1c1703245f40c6b33d019ca7408d7e7ddbe6c929ab00fbbd8b001573c307fb8e,libero_spatial/task_007/episode_002/h_05/l_002,True,True,0,20,18,-2,False,False,,,,
libero_spatial,7,2,5,4,7,1c1703245f40c6b33d019ca7408d7e7ddbe6c929ab00fbbd8b001573c307fb8e,libero_spatial/task_007/episode_002/h_05/l_004,True,True,0,22,15,-7,False,False,,,,
libero_spatial,7,3,5,0,7,857cbb6e90ecc8f7d8773af7528861af19feae2fe2b95c6bd3e495e1773a4bd2,libero_spatial/task_007/episode_003/h_05/l_000,True,True,0,24,24,0,False,False,,,,
libero_spatial,7,3,5,2,7,857cbb6e90ecc8f7d8773af7528861af19feae2fe2b95c6bd3e495e1773a4bd2,libero_spatial/task_007/episode_003/h_05/l_002,True,True,0,20,18,-2,False,False,,,,
libero_spatial,7,3,5,4,7,857cbb6e90ecc8f7d8773af7528861af19feae2fe2b95c6bd3e495e1773a4bd2,libero_spatial/task_007/episode_003/h_05/l_004,True,True,0,19,14,-5,False,False,,,,
libero_spatial,7,4,5,0,7,e8ba213ad43f879cb85e8d234bcc13d4b87a7f3d5631a9d646ab6b05767236d6,libero_spatial/task_007/episode_004/h_05/l_000,True,True,0,23,25,2,False,False,,,,
libero_spatial,7,4,5,2,7,e8ba213ad43f879cb85e8d234bcc13d4b87a7f3d5631a9d646ab6b05767236d6,libero_spatial/task_007/episode_004/h_05/l_002,True,True,0,20,18,-2,False,False,,,,
libero_spatial,7,4,5,4,7,e8ba213ad43f879cb85e8d234bcc13d4b87a7f3d5631a9d646ab6b05767236d6,libero_spatial/task_007/episode_004/h_05/l_004,False,True,1,25,17,-8,False,False,,,,
libero_spatial,8,0,5,0,7,8068d59b815876257802ab742fa4e2de6d71c6a586bd9f7caaa9c9b5e1aad674,libero_spatial/task_008/episode_000/h_05/l_000,True,True,0,21,30,9,False,False,,,,
libero_spatial,8,0,5,2,7,8068d59b815876257802ab742fa4e2de6d71c6a586bd9f7caaa9c9b5e1aad674,libero_spatial/task_008/episode_000/h_05/l_002,True,True,0,19,15,-4,False,False,,,,
libero_spatial,8,0,5,4,7,8068d59b815876257802ab742fa4e2de6d71c6a586bd9f7caaa9c9b5e1aad674,libero_spatial/task_008/episode_000/h_05/l_004,False,True,1,25,13,-12,False,False,,,,
libero_spatial,8,1,5,0,7,ed054032f78e93494c20371c266b52960e374ca559b40fbcf24df71a2ca391ee,libero_spatial/task_008/episode_001/h_05/l_000,True,True,0,20,23,3,False,False,,,,
libero_spatial,8,1,5,2,7,ed054032f78e93494c20371c266b52960e374ca559b40fbcf24df71a2ca391ee,libero_spatial/task_008/episode_001/h_05/l_002,True,True,0,17,15,-2,False,False,,,,
libero_spatial,8,1,5,4,7,ed054032f78e93494c20371c266b52960e374ca559b40fbcf24df71a2ca391ee,libero_spatial/task_008/episode_001/h_05/l_004,False,True,1,25,13,-12,False,False,,,,
libero_spatial,8,2,5,0,7,7e5d80cb2ef2a04819cf711ea4093a99a75179bfa3289cf1a4435f7a287cabf0,libero_spatial/task_008/episode_002/h_05/l_000,True,True,0,19,19,0,False,False,,,,
libero_spatial,8,2,5,2,7,7e5d80cb2ef2a04819cf711ea4093a99a75179bfa3289cf1a4435f7a287cabf0,libero_spatial/task_008/episode_002/h_05/l_002,True,True,0,17,14,-3,False,False,,,,
libero_spatial,8,2,5,4,7,7e5d80cb2ef2a04819cf711ea4093a99a75179bfa3289cf1a4435f7a287cabf0,libero_spatial/task_008/episode_002/h_05/l_004,False,True,1,25,11,-14,False,False,,,,
libero_spatial,8,3,5,0,7,d0850595f3599813c7b8115cae0a0609312166bbe02c894e1acc2ef2c81c7931,libero_spatial/task_008/episode_003/h_05/l_000,True,True,0,21,20,-1,False,False,,,,
