schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_01,libero_spatial,3,1,pick up the black bowl on the cookie box and place it on the plate,7,True,task_success,1389df4eaca7a1a74b8dd5364347e0d749d1bed10a58143e39be03fc0ab82f41,10,89,9.678915684999083,52,1088,True,89,55,54,33,54,0,0,14,75,87,1,108.81881149907713,132.6829651974549,136.82627299567685,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_02,libero_spatial,3,2,pick up the black bowl on the cookie box and place it on the plate,7,True,task_success,7e46eb0926b19da8520a12aa89a2137d9e4603b4a97ec83da200dc73c63f9dfb,10,82,9.453287800999533,52,1161,True,82,51,50,30,50,0,0,12,70,78,1,107.73555249761557,130.21842854832357,131.49500399595127,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_003__episode_03,libero_spatial,3,3,pick up the black bowl on the cookie box and place it on the plate,7,True,task_success,a93982cfb7190095b7b03108be7ca4828a77f649509bde23d7bc535c91a75189,10,88,9.901973198000633,52,1234,True,88,55,54,32,54,0,0,12,76,85,1,105.55647050205152,129.07519054642762,130.25036299950443,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_00,libero_spatial,4,0,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,7,False,max_ticks,1bec82314760dc1015377b8cebf3627af0020e1c7ce928989a7d6fdc8679649a,10,220,16.46219335400383,52,1307,True,220,138,137,81,137,0,0,24,196,217,1,107.08462200273061,130.87381439836463,131.9692870019935,videos/libero_spatial__task_004__episode_00.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_01,libero_spatial,4,1,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,7,True,task_success,edb02423af27fd85edc08731a8438e5f3de8dd2454592461a4a8824a3c2db194,10,132,12.145068691999768,52,1471,True,132,83,82,48,82,0,0,17,115,131,1,107.24301050140639,130.20040830015205,131.58577700232854,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_02,libero_spatial,4,2,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,7,False,max_ticks,f8a2dbb1a987b5a79f5a64914ea62ff0563800c668fbe3e3e8bc5bfc0598a5de,10,220,16.500900159000594,52,1544,True,220,139,138,81,138,0,0,21,199,217,1,105.49880050166394,128.6966844509152,132.68611599778524,videos/libero_spatial__task_004__episode_02.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_004__episode_03,libero_spatial,4,3,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,7,True,task_success,3376a8bfa399d19ecfe12c62fee6d899c23250492d93f90ceb0cdbb97da750da,10,138,12.418598937001661,52,1661,True,138,87,86,51,86,0,0,17,121,135,1,105.66017799646943,129.2792562453542,131.64160499582067,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_00,libero_spatial,5,0,pick up the black bowl on the ramekin and place it on the plate,7,True,task_success,50a2e023070589c05828b0773b9013c33931872a1128e2a5498b6d5c9a6199d9,10,105,10.653963978002139,52,1734,True,105,66,65,38,65,0,0,14,91,102,1,106.29049300041515,128.72212580114137,131.89008599874796,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_01,libero_spatial,5,1,pick up the black bowl on the ramekin and place it on the plate,7,True,task_success,dc873b54c357efc1331f6ec3ecc0218451cfca3758a2c587bbcba01e3a152536,10,126,11.688564113996108,52,1807,True,126,79,78,46,78,0,0,13,113,123,1,105.35038050147705,129.19409380047,130.94322299730266,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_02,libero_spatial,5,2,pick up the black bowl on the ramekin and place it on the plate,7,True,task_success,a8b8f9f353f8b0e6050c30ba844bc798b303638b4a60c260572e5fdac41b41a8,10,100,10.440774434995546,52,1880,True,100,63,62,37,62,0,0,13,87,97,1,107.1091419980803,129.36481255492254,130.62916799390223,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_03,libero_spatial,5,3,pick up the black bowl on the ramekin and place it on the plate,7,True,task_success,0607397f0777d5b0fc1045bd5156a98ae198d412ac53cd431cb8a6ead267714f,10,101,10.423600920003082,52,1953,True,101,63,62,37,62,0,0,14,87,99,1,107.02591450171894,130.36196425273374,134.2195580000407,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_00,libero_spatial,6,0,pick up the black bowl next to the cookie box and place it on the plate,7,True,task_success,abd69b1a920e17fb71eb569ca0c4a65e9f2bd1d53a2afdc7534c5829689e8976,10,112,11.003123822003545,52,2026,True,112,70,69,41,69,0,0,12,100,109,1,103.96540199872106,127.24892900296253,130.7681690013851,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_01,libero_spatial,6,1,pick up the black bowl next to the cookie box and place it on the plate,7,True,task_success,c842084163bd41b0a713c483747fa948aa5cbdb179efa78042fb1b530996025e,10,110,10.924209188000532,52,2099,True,110,69,68,41,68,0,0,15,95,108,1,106.98114499973599,127.94593260041438,132.5046440033475,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_02,libero_spatial,6,2,pick up the black bowl next to the cookie box and place it on the plate,7,True,task_success,91e00da57baa3c81ba77261da1baa91030084e484fee9dc871f43bccde2503e8,10,100,10.220727550004085,52,2172,True,100,63,62,36,62,0,0,13,87,98,1,105.90562349898391,129.84716550163284,132.02040800388204,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_03,libero_spatial,6,3,pick up the black bowl next to the cookie box and place it on the plate,7,True,task_success,9f9d1b0dc2f8b5271791b133c2598d77d00899cbbd3665106a192c103f17dfa4,10,128,11.76651147499797,52,2245,True,128,80,79,47,79,0,0,16,112,123,1,108.18801099958364,130.34619669706444,131.39921800029697,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_00,libero_spatial,7,0,pick up the black bowl on the stove and place it on the plate,7,True,task_success,434eed2fc53c989bc732027e2f84ef9a6778a61afb39de34cda24d1f159d8a09,10,118,11.303529559001618,52,2318,True,118,74,73,43,73,0,0,14,104,116,1,104.119380004704,126.78582399967125,131.4645689999452,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_01,libero_spatial,7,1,pick up the black bowl on the stove and place it on the plate,7,True,task_success,0faab8f1d5121884a8c839fc59a5111100899ae4005d45dd1692d6889126a437,10,121,11.464419971998723,52,2391,True,121,76,75,44,75,0,0,13,108,118,1,106.72720900038257,130.00053039722843,131.2804330009385,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_02,libero_spatial,7,2,pick up the black bowl on the stove and place it on the plate,7,True,task_success,1c1703245f40c6b33d019ca7408d7e7ddbe6c929ab00fbbd8b001573c307fb8e,10,121,11.507050836000417,52,2464,True,121,76,75,45,75,0,0,15,106,120,1,107.11983700457495,129.48659869944095,131.6269419985474,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_03,libero_spatial,7,3,pick up the black bowl on the stove and place it on the plate,7,True,task_success,857cbb6e90ecc8f7d8773af7528861af19feae2fe2b95c6bd3e495e1773a4bd2,10,123,11.529827477999788,52,2537,True,123,77,76,45,76,0,0,14,109,121,1,105.17859250467154,128.83168475127604,131.7234680027468,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_00,libero_spatial,8,0,pick up the black bowl next to the plate and place it on the plate,7,True,task_success,8068d59b815876257802ab742fa4e2de6d71c6a586bd9f7caaa9c9b5e1aad674,10,95,10.279732652998064,52,2610,True,95,60,59,35,59,0,0,10,85,93,1,103.66775200236589,128.25557379910606,129.36615900252946,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_01,libero_spatial,8,1,pick up the black bowl next to the plate and place it on the plate,7,True,task_success,ed054032f78e93494c20371c266b52960e374ca559b40fbcf24df71a2ca391ee,10,100,10.460034080999321,52,2683,True,100,63,62,37,62,0,0,14,86,99,1,107.74431249956251,129.41774224600522,130.47648199426476,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_02,libero_spatial,8,2,pick up the black bowl next to the plate and place it on the plate,7,True,task_success,7e5d80cb2ef2a04819cf711ea4093a99a75179bfa3289cf1a4435f7a287cabf0,10,100,10.379405443993164,52,2756,True,100,62,61,37,61,0,0,12,88,98,1,105.57147199870087,129.12876899645198,131.86401699931594,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_03,libero_spatial,8,3,pick up the black bowl next to the plate and place it on the plate,7,True,task_success,d0850595f3599813c7b8115cae0a0609312166bbe02c894e1acc2ef2c81c7931,10,93,10.001617246998649,52,2829,True,93,58,57,34,57,0,0,14,79,90,1,110.57432000234257,131.0951445993851,131.9548899991787,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_00,libero_spatial,9,0,pick up the black bowl on the wooden cabinet and place it on the plate,7,True,task_success,c9cd63e8db66b8120a7182b36e737fa1631ce55c0e651422ce519134e8e94213,10,148,12.849890238998341,52,2902,True,148,92,91,55,91,0,0,19,129,145,1,108.68329500226537,131.28035600311705,133.0862969989539,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_01,libero_spatial,9,1,pick up the black bowl on the wooden cabinet and place it on the plate,7,True,task_success,07e7a6ab6a094320d90515beb1de90b6c7675ed513a4d70964147a87a95f455b,10,127,11.78627924600005,52,2975,True,127,80,79,47,79,0,0,15,112,126,1,105.26187300274614,127.89913549422636,129.7890119967633,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_02,libero_spatial,9,2,pick up the black bowl on the wooden cabinet and place it on the plate,7,True,task_success,d26c51e14ff5ff4dbc02c53a8322518e1775bfe2bccc29a6027dc46899e24fff,10,124,11.670783219000441,52,3048,True,124,78,77,46,77,0,0,17,107,122,1,106.37962100008735,129.77590459922794,131.63552100013476,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_03,libero_spatial,9,3,pick up the black bowl on the wooden cabinet and place it on the plate,7,True,task_success,d3122b08833be2a4b7d24aa8fda9735807b4bfcf35a95311addbd17fdf9cca60,10,128,11.802202696999302,52,3121,True,128,80,79,48,79,0,0,19,109,126,1,108.26733599969884,129.5205585018266,136.36798799416283,
