schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_02,libero_spatial,5,2,pick up the black bowl on the ramekin and place it on the plate,8,True,task_success,a8b8f9f353f8b0e6050c30ba844bc798b303638b4a60c260572e5fdac41b41a8,10,111,10.746961147000547,1,1899,True,111,69,68,41,68,0,0,17,94,107,1,109.55576299602399,131.44918885445804,133.79273300233763,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_03,libero_spatial,5,3,pick up the black bowl on the ramekin and place it on the plate,8,True,task_success,0607397f0777d5b0fc1045bd5156a98ae198d412ac53cd431cb8a6ead267714f,10,98,10.167718484008219,1,1972,True,98,61,60,36,60,0,0,13,85,96,1,106.07589300343534,130.75817755161552,133.45070299692452,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_00,libero_spatial,6,0,pick up the black bowl next to the cookie box and place it on the plate,8,True,task_success,abd69b1a920e17fb71eb569ca0c4a65e9f2bd1d53a2afdc7534c5829689e8976,10,117,11.311412873998052,1,2045,True,117,73,72,43,72,0,0,16,101,115,1,107.28089199983515,130.78548464909545,132.0413270004792,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_01,libero_spatial,6,1,pick up the black bowl next to the cookie box and place it on the plate,8,True,task_success,c842084163bd41b0a713c483747fa948aa5cbdb179efa78042fb1b530996025e,10,110,10.730917541994131,1,2118,True,110,69,68,41,68,0,0,15,95,109,1,106.38579849910457,129.1900557509507,132.33283499721438,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_02,libero_spatial,6,2,pick up the black bowl next to the cookie box and place it on the plate,8,True,task_success,91e00da57baa3c81ba77261da1baa91030084e484fee9dc871f43bccde2503e8,10,102,10.268121749002603,1,2191,True,102,63,62,38,62,0,0,14,88,99,1,107.09767699881922,130.65680490035447,132.8913590114098,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_03,libero_spatial,6,3,pick up the black bowl next to the cookie box and place it on the plate,8,True,task_success,9f9d1b0dc2f8b5271791b133c2598d77d00899cbbd3665106a192c103f17dfa4,10,111,10.96527650099597,1,2264,True,111,69,68,41,68,0,0,17,94,109,1,107.21699850546429,131.74739506066544,133.13565199496225,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_00,libero_spatial,7,0,pick up the black bowl on the stove and place it on the plate,8,True,task_success,434eed2fc53c989bc732027e2f84ef9a6778a61afb39de34cda24d1f159d8a09,10,122,11.301807736992487,1,2337,True,122,76,75,45,75,0,0,17,105,118,1,109.06593299296219,130.23334190656897,133.56107501022052,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_01,libero_spatial,7,1,pick up the black bowl on the stove and place it on the plate,8,True,task_success,0faab8f1d5121884a8c839fc59a5111100899ae4005d45dd1692d6889126a437,10,116,11.041015094000613,1,2410,True,116,73,72,43,72,0,0,15,101,115,1,107.32972549885744,128.97036939466489,134.22703600372188,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_02,libero_spatial,7,2,pick up the black bowl on the stove and place it on the plate,8,True,task_success,1c1703245f40c6b33d019ca7408d7e7ddbe6c929ab00fbbd8b001573c307fb8e,10,123,11.572724069003016,1,2483,True,123,77,76,45,76,0,0,13,110,121,1,105.67573500156868,128.6764797514479,131.58921001013368,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_03,libero_spatial,7,3,pick up the black bowl on the stove and place it on the plate,8,False,max_ticks,857cbb6e90ecc8f7d8773af7528861af19feae2fe2b95c6bd3e495e1773a4bd2,10,220,16.418813568991027,1,2556,True,220,138,137,81,137,0,0,25,195,216,1,106.04358700220473,128.78466240072157,130.68625099549536,videos/libero_spatial__task_007__episode_03.mp4
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_00,libero_spatial,8,0,pick up the black bowl next to the plate and place it on the plate,8,True,task_success,8068d59b815876257802ab742fa4e2de6d71c6a586bd9f7caaa9c9b5e1aad674,10,90,9.948202496991144,1,2673,True,90,56,55,33,55,0,0,14,76,87,1,108.31770299409982,131.08892039454076,131.7586270015454,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_01,libero_spatial,8,1,pick up the black bowl next to the plate and place it on the plate,8,True,task_success,ed054032f78e93494c20371c266b52960e374ca559b40fbcf24df71a2ca391ee,10,104,10.41786715699709,1,2746,True,104,65,64,39,64,0,0,13,91,101,1,107.72784599976148,130.3021309497126,131.95380099932663,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_02,libero_spatial,8,2,pick up the black bowl next to the plate and place it on the plate,8,True,task_success,7e5d80cb2ef2a04819cf711ea4093a99a75179bfa3289cf1a4435f7a287cabf0,10,89,9.84790559898829,1,2819,True,89,55,54,33,54,0,0,14,75,87,1,107.1488505040179,128.46157415042398,133.20484399446286,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_03,libero_spatial,8,3,pick up the black bowl next to the plate and place it on the plate,8,True,task_success,d0850595f3599813c7b8115cae0a0609312166bbe02c894e1acc2ef2c81c7931,10,99,10.149074660002952,1,2892,True,99,62,61,37,61,0,0,14,85,96,1,110.35266199905891,130.5861300061224,131.9489409943344,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_00,libero_spatial,9,0,pick up the black bowl on the wooden cabinet and place it on the plate,8,True,task_success,c9cd63e8db66b8120a7182b36e737fa1631ce55c0e651422ce519134e8e94213,10,191,14.961840978998225,1,2965,True,191,119,118,71,118,0,0,26,165,189,1,108.04961600661045,130.46849820530042,132.94430800306145,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_01,libero_spatial,9,1,pick up the black bowl on the wooden cabinet and place it on the plate,8,True,task_success,07e7a6ab6a094320d90515beb1de90b6c7675ed513a4d70964147a87a95f455b,10,127,11.802160152001306,1,3038,True,127,79,78,47,78,0,0,16,111,125,1,106.48072399635566,130.4742253589211,134.0846480015898,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_02,libero_spatial,9,2,pick up the black bowl on the wooden cabinet and place it on the plate,8,True,task_success,d26c51e14ff5ff4dbc02c53a8322518e1775bfe2bccc29a6027dc46899e24fff,10,124,11.662191159004578,1,3111,True,124,77,76,46,76,0,0,16,108,122,1,104.36094999749912,128.48555599703104,133.58522100315895,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_03,libero_spatial,9,3,pick up the black bowl on the wooden cabinet and place it on the plate,8,True,task_success,d3122b08833be2a4b7d24aa8fda9735807b4bfcf35a95311addbd17fdf9cca60,10,129,11.63519198600261,1,3184,True,129,80,79,48,79,0,0,19,110,125,1,105.7888439972885,128.97134989470942,133.8364410039503,
