schema_version,episode_id,pair_id,condition_order,task_suite,task_id,episode_index,task_description,mode,replan_steps,latency_steps,injected_latency_ms,fixed_refresh_interval,seed,success,termination_reason,initial_state_sha256,environment_steps,task_action_steps,latency_action_steps,policy_queries,accepted_chunks,rejected_chunks,stale_chunks_executed,stale_action_steps,interventions,inference_latency_p50_ms,inference_latency_p95_ms,policy_inference_latency_p50_ms,policy_inference_latency_p95_ms,server_inference_latency_p50_ms,server_inference_latency_p95_ms,wall_time_s,failure_category,failure_type,failure_message,video_required,video_path,video_error_type,video_error_message
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_002__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_002/h_05/l_004,16,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,230,120,100,25,24,0,24,120,0,80.95152399982908,82.87212760260445,57.8541140021116,58.097528400685405,80.11778899890487,81.8906168009562,8.737559675999364,,,,True,videos/libero_spatial__task_000__episode_002__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_002__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_002/h_05/l_004,17,libero_spatial,0,2,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,5,4,200.0,,7,True,success_during_inference_delay,20f215103be3d40a8066c4fe6a5727b31615f0f5a55f47833491be03c044366f,93,45,38,10,9,0,9,45,0,82.04582100006519,84.07574164848484,57.98386050082627,58.37772215145378,81.04667749830696,82.77961959956883,4.357235834999301,,,,True,videos/libero_spatial__task_000__episode_002__h_05__l_004__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_003__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_003/h_05/l_000,18,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,5,0,0.0,,7,True,task_success,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,88,78,0,16,16,0,0,0,0,80.88840950040321,83.1251354993583,57.89476549944084,58.198223250656156,79.9583909993089,82.00160725027672,4.525344726996991,,,,True,videos/libero_spatial__task_000__episode_003__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_003__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_003/h_05/l_000,19,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,5,0,0.0,,7,True,task_success,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,85,75,0,15,15,0,0,0,0,80.59439700082294,81.80888699971547,57.791677998466184,58.00691019867372,79.64496299973689,80.92454870093206,4.266007019999961,,,,True,videos/libero_spatial__task_000__episode_003__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_003__h_05__l_002__async_unguarded,libero_spatial/task_000/episode_003/h_05/l_002,20,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,5,2,100.0,,7,True,success_during_inference_delay,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,228,155,63,32,31,0,31,155,0,80.46613300030003,82.35380094865832,57.82049349909357,58.209234600326454,79.62843600216729,81.37963354965905,9.822220824997203,,,,True,videos/libero_spatial__task_000__episode_003__h_05__l_002__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_003__h_05__l_002__latency_aligned,libero_spatial/task_000/episode_003/h_05/l_002,21,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,5,2,100.0,,7,True,success_during_inference_delay,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,88,55,23,12,11,0,11,55,0,80.0768400022207,81.73891564783844,57.785883498581825,57.95056619863317,79.37934300025518,80.71387304917153,4.269922357998439,,,,True,videos/libero_spatial__task_000__episode_003__h_05__l_002__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_003__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_003/h_05/l_004,22,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,5,4,200.0,,7,True,success_during_inference_delay,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,92,45,37,10,9,0,9,45,0,80.59344950015657,82.46762709950417,57.78959450071852,57.94827099834947,79.85014299993054,81.53978739919694,4.1477738180001325,,,,True,videos/libero_spatial__task_000__episode_003__h_05__l_004__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_003__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_003/h_05/l_004,23,libero_spatial,0,3,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,0176a3eb1aa0f7bb2c7001f24df4a9609a9add18cdab1ef13d1ce18c54beeb40,230,120,100,25,24,0,24,120,0,80.1149010003428,81.26098700013245,57.775388999289135,57.88908999893465,79.37651399697643,80.45614020011271,8.936303058002522,,,,True,videos/libero_spatial__task_000__episode_003__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_004__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_004/h_05/l_000,24,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,5,0,0.0,,7,True,task_success,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,84,74,0,15,15,0,0,0,0,81.45063299889443,82.3040046980168,57.992320998891955,58.07334180135513,80.44547400277224,81.20036629952665,4.420162937996793,,,,True,videos/libero_spatial__task_000__episode_004__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_004__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_004/h_05/l_000,25,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,5,0,0.0,,7,True,task_success,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,84,74,0,15,15,0,0,0,0,79.92409500002395,81.3526648995321,57.76345400227001,57.86534040053084,79.19519600181957,80.53855830112298,4.434083219999593,,,,True,videos/libero_spatial__task_000__episode_004__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_004__h_05__l_002__latency_aligned,libero_spatial/task_000/episode_004/h_05/l_002,26,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,5,2,100.0,,7,True,success_during_inference_delay,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,88,55,23,12,11,0,11,55,0,80.34060950012645,81.29206984904158,57.78055350128852,57.90659949907422,79.50373650055553,80.40071119885397,4.2475340490018425,,,,True,videos/libero_spatial__task_000__episode_004__h_05__l_002__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_004__h_05__l_002__async_unguarded,libero_spatial/task_000/episode_004/h_05/l_002,27,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,5,2,100.0,,7,True,task_success,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,101,65,26,13,13,0,13,65,0,80.0534259979031,81.24538119955105,57.798314999672584,57.95254039912834,79.33296400005929,80.35362899827305,4.698163545999705,,,,True,videos/libero_spatial__task_000__episode_004__h_05__l_002__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_004__h_05__l_004__async_unguarded,libero_spatial/task_000/episode_004/h_05/l_004,28,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,230,120,100,25,24,0,24,120,0,80.35273400309961,81.67534279855317,57.813205999991624,57.981965999351814,79.52316899900325,80.62556040022173,8.93610563400216,,,,True,videos/libero_spatial__task_000__episode_004__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_000__episode_004__h_05__l_004__latency_aligned,libero_spatial/task_000/episode_004/h_05/l_004,29,libero_spatial,0,4,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,5,4,200.0,,7,True,success_during_inference_delay,e028ab4976791a4c402249a77b5b09b44549d6a65acd8f629d9a61c45f049c6b,93,45,38,10,9,0,9,45,0,81.2655449990416,82.48973010104237,57.89295749855228,58.13736989748577,80.43425799951365,81.49431580113742,4.283808951997344,,,,True,videos/libero_spatial__task_000__episode_004__h_05__l_004__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_000__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_000/h_05/l_000,30,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,5,0,0.0,,7,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,122,112,0,23,23,0,0,0,0,80.42121399921598,85.63848119920294,57.79951500153402,57.98446880071424,79.70983999985037,84.82283370030927,5.916632381999079,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_000__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_000/h_05/l_000,31,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,0,0.0,,7,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,120,110,0,22,22,0,0,0,0,79.88340100018831,86.26240970170329,57.77197149836866,58.09686775155569,79.19671150193608,85.39485549954406,5.952288446998864,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_000__h_05__l_002__async_unguarded,libero_spatial/task_001/episode_000/h_05/l_002,32,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,2,100.0,,7,False,step_limit,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,230,156,64,32,32,0,32,156,0,79.90949800114322,81.89920504992187,57.76869649889704,57.860682949649345,79.19066849899536,80.85167380122584,9.717698713000573,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_002__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_000__h_05__l_002__latency_aligned,libero_spatial/task_001/episode_000/h_05/l_002,33,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,5,2,100.0,,7,True,task_success,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,127,83,34,17,17,0,17,83,0,79.94106399928569,82.03076520003378,57.77580200083321,57.938510999520076,79.25272500142455,81.2638406001497,5.667249743997672,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_002__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_000__h_05__l_004__latency_aligned,libero_spatial/task_001/episode_000/h_05/l_004,34,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,5,4,200.0,,7,True,success_during_inference_delay,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,128,65,53,14,13,0,13,65,0,80.19740149939025,81.08076885237097,57.78526799986139,57.89736325004924,79.48867900086043,80.1509029504814,5.443128835999232,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_004__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_000__h_05__l_004__async_unguarded,libero_spatial/task_001/episode_000/h_05/l_004,35,libero_spatial,1,0,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,37dfcc9def4feae74fa2bb09d7c2338ca4f501463c28d175e25a3119d01eebaf,230,120,100,25,24,0,24,120,0,80.26557499761111,81.19862700041267,57.81275099798222,57.89790339913452,79.48435000071186,80.15576899997541,9.375567446000787,,,,True,videos/libero_spatial__task_001__episode_000__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_001__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_001/h_05/l_000,36,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,0,0.0,,7,True,task_success,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,110,100,0,20,20,0,0,0,0,80.1687259991013,81.34921115033649,57.783121499596746,57.95684344830079,79.30793299965444,80.35472725186992,5.444369376000395,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_001__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_001/h_05/l_000,37,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,5,0,0.0,,7,True,task_success,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,105,95,0,19,19,0,0,0,0,80.2105440016021,81.49269390196423,57.80601800142904,57.97975589957787,79.41733400002704,80.43782360000478,5.211473859999387,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_001__h_05__l_002__latency_aligned,libero_spatial/task_001/episode_001/h_05/l_002,38,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,5,2,100.0,,7,True,task_success,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,111,71,30,15,15,0,15,71,0,80.49199300148757,81.61992309833295,57.85579800067353,57.9303347007226,79.58961500116857,80.70698500050639,5.040959804999147,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_002__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_001__h_05__l_002__async_unguarded,libero_spatial/task_001/episode_001/h_05/l_002,39,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,2,100.0,,7,False,step_limit,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,230,156,64,32,32,0,32,156,0,80.19991050059616,81.08611934876535,57.807358498394024,57.96374524907151,79.43824199901428,80.1808460508255,9.779564763997769,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_002__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_001__h_05__l_004__async_unguarded,libero_spatial/task_001/episode_001/h_05/l_004,40,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,230,120,100,25,24,0,24,120,0,80.16716500060284,82.40706359720207,57.81808400206501,57.95680400042329,79.41443399977288,81.50920379921445,9.365818337002565,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_001__h_05__l_004__latency_aligned,libero_spatial/task_001/episode_001/h_05/l_004,41,libero_spatial,1,1,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,5,4,200.0,,7,True,task_success,038481525d636074482f6eb1fdd54e0b4b62a0232875c77184fc78f436de04c7,126,64,52,13,13,0,13,64,0,80.47390700085089,81.90732360162656,57.8159719989344,57.91174999976647,79.69005500126514,81.18553459862596,5.334509259002516,,,,True,videos/libero_spatial__task_001__episode_001__h_05__l_004__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_002__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_002/h_05/l_000,42,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,5,0,0.0,,7,True,task_success,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,115,105,0,21,21,0,0,0,0,80.52638699882664,82.18688999841106,57.82375699709519,57.979141998657724,79.75153000006685,81.0133320010209,5.65869317599936,,,,True,videos/libero_spatial__task_001__episode_002__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_002__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_002/h_05/l_000,43,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,0,0.0,,7,True,task_success,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,115,105,0,21,21,0,0,0,0,80.43992099919706,82.89050600069459,57.840321998810396,58.167746999970404,79.58389799750876,81.8829679992632,5.766518940999958,,,,True,videos/libero_spatial__task_001__episode_002__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_001__episode_002__h_05__l_002__async_unguarded,libero_spatial/task_001/episode_002/h_05/l_002,44,libero_spatial,1,2,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,5,2,100.0,,7,True,task_success,22cdb509a45b0215507677e484316bdbadede454c5430d32bdae9814697eed74,132,86,36,18,18,0,18,86,0,80.73029750266869,83.29052679782762,57.79982149942953,58.11030890145048,79.8595350006508,82.33090020003146,5.967028195002058,,,,True,videos/libero_spatial__task_001__episode_002__h_05__l_002__async_unguarded__success.mp4,,
