schema_version,namespace,episode_id,pair_id,condition_order,mode,task_suite,task_id,episode_index,replan_steps,query_index,seed,requested_key_sha256,expected_noise_sha256,server_key_sha256,server_noise_sha256,accepted,error_type,error_message
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_005/h_05/l_000,0,async_unguarded,libero_spatial,0,5,5,7,7,fdfb9e05e1801178394179bd5c1ec489350b3cdb434092fdfae1342f65eec16e,f3da36e0b3650d684e6f56ae679ef15974cbbf95606326726fcb7bd1aa9be6b7,fdfb9e05e1801178394179bd5c1ec489350b3cdb434092fdfae1342f65eec16e,f3da36e0b3650d684e6f56ae679ef15974cbbf95606326726fcb7bd1aa9be6b7,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_005/h_05/l_000,0,async_unguarded,libero_spatial,0,5,5,8,7,c08a922ca0901ca1ab1b254b6a2a9da1099909ad7641fe37374abe33987fba04,884edfa6ae4746cd86a2d66f6f608849ba7d07d6c3d3fea2d26c46575daa9867,c08a922ca0901ca1ab1b254b6a2a9da1099909ad7641fe37374abe33987fba04,884edfa6ae4746cd86a2d66f6f608849ba7d07d6c3d3fea2d26c46575daa9867,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_005/h_05/l_000,0,async_unguarded,libero_spatial,0,5,5,9,7,20ebbf03b4cd94669f65906f8ca2644a447e05c3038dbd1c7ac1093f29011d9c,d919be11134deab83150c097178f3f7c94b70eccddd76c3068f0577327f5db22,20ebbf03b4cd94669f65906f8ca2644a447e05c3038dbd1c7ac1093f29011d9c,d919be11134deab83150c097178f3f7c94b70eccddd76c3068f0577327f5db22,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_005/h_05/l_000,0,async_unguarded,libero_spatial,0,5,5,10,7,559c600043682399fcf1959d3762e4987a5fb7f75c304a8eee48e5a87b1f2830,a80eee0f2f6ab468519cdd7dcd753d96419431477069d97d6549e90101a791c9,559c600043682399fcf1959d3762e4987a5fb7f75c304a8eee48e5a87b1f2830,a80eee0f2f6ab468519cdd7dcd753d96419431477069d97d6549e90101a791c9,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_005/h_05/l_000,0,async_unguarded,libero_spatial,0,5,5,11,7,aa1785c700320e5798829b47471fc063e720f418b313f6792b2a19c6b162bc1d,eeea25cae8b7b0aa95ab205b439fd84a30558b13ce4eee461704bfdea5f63c66,aa1785c700320e5798829b47471fc063e720f418b313f6792b2a19c6b162bc1d,eeea25cae8b7b0aa95ab205b439fd84a30558b13ce4eee461704bfdea5f63c66,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_005/h_05/l_000,0,async_unguarded,libero_spatial,0,5,5,12,7,2830431d2ef4e3fd6fb4d725ba497417a7ccbdf5220be128efac06a893b845fb,a1aabb0562652e0b9bafd3751b9b3e82ab62b77affd60a4d55cced622148355e,2830431d2ef4e3fd6fb4d725ba497417a7ccbdf5220be128efac06a893b845fb,a1aabb0562652e0b9bafd3751b9b3e82ab62b77affd60a4d55cced622148355e,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_005/h_05/l_000,0,async_unguarded,libero_spatial,0,5,5,13,7,7f3cff32948e2bd85d7e9a9b333cf3d34ec8573fc3844ca4db3036076e7b963e,f23f4049482da82685d9c48b43b03079ae3e149a3e4b31c6c7c53dd9adbef2fe,7f3cff32948e2bd85d7e9a9b333cf3d34ec8573fc3844ca4db3036076e7b963e,f23f4049482da82685d9c48b43b03079ae3e149a3e4b31c6c7c53dd9adbef2fe,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,0,7,7faba5f919774861b3c20581ec2e74f5a250da4678bd6eea5ec1effc3b9369b3,33d8e9880122b0e77e8004327e46e03e4b6147c9b7014a1eecfb2544831e6e4f,7faba5f919774861b3c20581ec2e74f5a250da4678bd6eea5ec1effc3b9369b3,33d8e9880122b0e77e8004327e46e03e4b6147c9b7014a1eecfb2544831e6e4f,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,1,7,5d46526d8cdb14ab4935103188cd974670c8dbfec7b2cc5f6a0e081f7c0c2eef,cb75731ca21e78237ef8780a00a20cdfbc318156bcf8c6f3bc1321c4d5926196,5d46526d8cdb14ab4935103188cd974670c8dbfec7b2cc5f6a0e081f7c0c2eef,cb75731ca21e78237ef8780a00a20cdfbc318156bcf8c6f3bc1321c4d5926196,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,2,7,daa78a2ad78c015f50eee04c681ee9e46d711ca5484024cc526146adbdcdc7aa,c92798c7ea532e2008b214615c17942c765067df55144e6eb54e32a9691c342c,daa78a2ad78c015f50eee04c681ee9e46d711ca5484024cc526146adbdcdc7aa,c92798c7ea532e2008b214615c17942c765067df55144e6eb54e32a9691c342c,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,3,7,1ef0cd06f15dac53e1c4acd571425fe6c7901b0cf5c1cd4eba56072a2923a21b,c2bf832cfd7f2ca45d0979b59b8c49dea829f9deb468476ea36e377dcb70fb62,1ef0cd06f15dac53e1c4acd571425fe6c7901b0cf5c1cd4eba56072a2923a21b,c2bf832cfd7f2ca45d0979b59b8c49dea829f9deb468476ea36e377dcb70fb62,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,4,7,d4258cf2e766e44b5465973d45790fa7e5a32067b2fdffc765b78ae1461cecb5,e1378b962bf776b0d4bb56fdad1b18e4a64da4b7bae4f14ca824441d07585132,d4258cf2e766e44b5465973d45790fa7e5a32067b2fdffc765b78ae1461cecb5,e1378b962bf776b0d4bb56fdad1b18e4a64da4b7bae4f14ca824441d07585132,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,5,7,0b9c989bf7d238fc28f0a8fc97e54a99c8e3aa9fe7a81a6c72b4c3842eca04a7,ea84c483a659f8de4a4abf978170d8d13e9e34a91372296a88db74d3b89d32b6,0b9c989bf7d238fc28f0a8fc97e54a99c8e3aa9fe7a81a6c72b4c3842eca04a7,ea84c483a659f8de4a4abf978170d8d13e9e34a91372296a88db74d3b89d32b6,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,6,7,08803fd7dcd5fe8b8fc022b6adfd50ea5411f30c11a3c91c2eb4ed0b0c0f38c1,1dfa7f808ac0b27ed188bdcc5df82de0ec2d8c6a13ae9c82d0057c9922558a1f,08803fd7dcd5fe8b8fc022b6adfd50ea5411f30c11a3c91c2eb4ed0b0c0f38c1,1dfa7f808ac0b27ed188bdcc5df82de0ec2d8c6a13ae9c82d0057c9922558a1f,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,7,7,fdfb9e05e1801178394179bd5c1ec489350b3cdb434092fdfae1342f65eec16e,f3da36e0b3650d684e6f56ae679ef15974cbbf95606326726fcb7bd1aa9be6b7,fdfb9e05e1801178394179bd5c1ec489350b3cdb434092fdfae1342f65eec16e,f3da36e0b3650d684e6f56ae679ef15974cbbf95606326726fcb7bd1aa9be6b7,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_005/h_05/l_000,1,latency_aligned,libero_spatial,0,5,5,8,7,c08a922ca0901ca1ab1b254b6a2a9da1099909ad7641fe37374abe33987fba04,884edfa6ae4746cd86a2d66f6f608849ba7d07d6c3d3fea2d26c46575daa9867,c08a922ca0901ca1ab1b254b6a2a9da1099909ad7641fe37374abe33987fba04,884edfa6ae4746cd86a2d66f6f608849ba7d07d6c3d3fea2d26c46575daa9867,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,0,7,a696ef4a46d1a8d39892f0d438b4e6b7db0ff6a60e49dfe372bcd26798268713,1ac7cfa5dcef91c4b8ff423e12a9981271d6e6ac54f83fdd99530b98f35b18c9,a696ef4a46d1a8d39892f0d438b4e6b7db0ff6a60e49dfe372bcd26798268713,1ac7cfa5dcef91c4b8ff423e12a9981271d6e6ac54f83fdd99530b98f35b18c9,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,1,7,d1ff0a93dfcd7dbdb3bb20d88af0d9e590bcf77d36e131d0250e9e496315f117,ce451eaae45ce4197a17bac5452a295994894d0cc3607d4b37295d16ee7f3d09,d1ff0a93dfcd7dbdb3bb20d88af0d9e590bcf77d36e131d0250e9e496315f117,ce451eaae45ce4197a17bac5452a295994894d0cc3607d4b37295d16ee7f3d09,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,2,7,d6d8ae85fdd1457cd7ea4a687bdebe63d31aac569444fdec8412b8ef860683cb,4bf10618ae0c028db88acd4af875c9884f467a17f38876208c1a9f399d00735b,d6d8ae85fdd1457cd7ea4a687bdebe63d31aac569444fdec8412b8ef860683cb,4bf10618ae0c028db88acd4af875c9884f467a17f38876208c1a9f399d00735b,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,3,7,3fbeda0600f4b70afa24ef1276d3c0c3273b8cd1ac705e3b2622115012a0b429,450bcd69787783b9e45ba874492b39caa6a82c10f2fb7615e5ef035b4e0ec5d0,3fbeda0600f4b70afa24ef1276d3c0c3273b8cd1ac705e3b2622115012a0b429,450bcd69787783b9e45ba874492b39caa6a82c10f2fb7615e5ef035b4e0ec5d0,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,4,7,d6a183f261a165e33a388c543a7c5d401f63aeaf81552fb7f54be211b71bf5d5,8a029fa21feb2c66f327732a13708e3a580c28eaa01b0149fda17f53c5584221,d6a183f261a165e33a388c543a7c5d401f63aeaf81552fb7f54be211b71bf5d5,8a029fa21feb2c66f327732a13708e3a580c28eaa01b0149fda17f53c5584221,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,5,7,45545dbccbbfe5f5d37646d54f1e8f411e0bec55cdc862bbc5a014592067acd3,bea953c3b2096d307ce2187947bb19e14b95ed90f742e7dae2e457f7154a9cea,45545dbccbbfe5f5d37646d54f1e8f411e0bec55cdc862bbc5a014592067acd3,bea953c3b2096d307ce2187947bb19e14b95ed90f742e7dae2e457f7154a9cea,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,6,7,6c03f9730a91532a970d49d95a4676281300f43f7aa59ff14476baafc21264c0,ebdc2668c4893e71f4b2f351b2343857061eff9107f64751deac183754df85af,6c03f9730a91532a970d49d95a4676281300f43f7aa59ff14476baafc21264c0,ebdc2668c4893e71f4b2f351b2343857061eff9107f64751deac183754df85af,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,7,7,28960dcd63e56c17debc75bd7dba468a736ddb69a061a3b31d9eb683d95eadd8,1f02572d7e28accf571aabcb62d7014f7816f106dbf07bddca2932c6f2db0c97,28960dcd63e56c17debc75bd7dba468a736ddb69a061a3b31d9eb683d95eadd8,1f02572d7e28accf571aabcb62d7014f7816f106dbf07bddca2932c6f2db0c97,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,8,7,f10ca652cccc5ee59eea94044a0f0800bdccdb5296671180f947c58b6db606a1,5721fe583f3fd13102ff782c53a6e2e841ac7ca71f547852a1fdc8d8f48ff547,f10ca652cccc5ee59eea94044a0f0800bdccdb5296671180f947c58b6db606a1,5721fe583f3fd13102ff782c53a6e2e841ac7ca71f547852a1fdc8d8f48ff547,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_006/h_05/l_000,2,latency_aligned,libero_spatial,0,6,5,9,7,4ed9ef515eb832187ee4d9d121ac9f2f0ff2abdb55d3da9a610ba6443d1137ac,8f1b8f740a05435ca25f763bde142dc0c039635241aaf67920f67dcdfc39c9b1,4ed9ef515eb832187ee4d9d121ac9f2f0ff2abdb55d3da9a610ba6443d1137ac,8f1b8f740a05435ca25f763bde142dc0c039635241aaf67920f67dcdfc39c9b1,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,0,7,a696ef4a46d1a8d39892f0d438b4e6b7db0ff6a60e49dfe372bcd26798268713,1ac7cfa5dcef91c4b8ff423e12a9981271d6e6ac54f83fdd99530b98f35b18c9,a696ef4a46d1a8d39892f0d438b4e6b7db0ff6a60e49dfe372bcd26798268713,1ac7cfa5dcef91c4b8ff423e12a9981271d6e6ac54f83fdd99530b98f35b18c9,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,1,7,d1ff0a93dfcd7dbdb3bb20d88af0d9e590bcf77d36e131d0250e9e496315f117,ce451eaae45ce4197a17bac5452a295994894d0cc3607d4b37295d16ee7f3d09,d1ff0a93dfcd7dbdb3bb20d88af0d9e590bcf77d36e131d0250e9e496315f117,ce451eaae45ce4197a17bac5452a295994894d0cc3607d4b37295d16ee7f3d09,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,2,7,d6d8ae85fdd1457cd7ea4a687bdebe63d31aac569444fdec8412b8ef860683cb,4bf10618ae0c028db88acd4af875c9884f467a17f38876208c1a9f399d00735b,d6d8ae85fdd1457cd7ea4a687bdebe63d31aac569444fdec8412b8ef860683cb,4bf10618ae0c028db88acd4af875c9884f467a17f38876208c1a9f399d00735b,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,3,7,3fbeda0600f4b70afa24ef1276d3c0c3273b8cd1ac705e3b2622115012a0b429,450bcd69787783b9e45ba874492b39caa6a82c10f2fb7615e5ef035b4e0ec5d0,3fbeda0600f4b70afa24ef1276d3c0c3273b8cd1ac705e3b2622115012a0b429,450bcd69787783b9e45ba874492b39caa6a82c10f2fb7615e5ef035b4e0ec5d0,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,4,7,d6a183f261a165e33a388c543a7c5d401f63aeaf81552fb7f54be211b71bf5d5,8a029fa21feb2c66f327732a13708e3a580c28eaa01b0149fda17f53c5584221,d6a183f261a165e33a388c543a7c5d401f63aeaf81552fb7f54be211b71bf5d5,8a029fa21feb2c66f327732a13708e3a580c28eaa01b0149fda17f53c5584221,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,5,7,45545dbccbbfe5f5d37646d54f1e8f411e0bec55cdc862bbc5a014592067acd3,bea953c3b2096d307ce2187947bb19e14b95ed90f742e7dae2e457f7154a9cea,45545dbccbbfe5f5d37646d54f1e8f411e0bec55cdc862bbc5a014592067acd3,bea953c3b2096d307ce2187947bb19e14b95ed90f742e7dae2e457f7154a9cea,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,6,7,6c03f9730a91532a970d49d95a4676281300f43f7aa59ff14476baafc21264c0,ebdc2668c4893e71f4b2f351b2343857061eff9107f64751deac183754df85af,6c03f9730a91532a970d49d95a4676281300f43f7aa59ff14476baafc21264c0,ebdc2668c4893e71f4b2f351b2343857061eff9107f64751deac183754df85af,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,7,7,28960dcd63e56c17debc75bd7dba468a736ddb69a061a3b31d9eb683d95eadd8,1f02572d7e28accf571aabcb62d7014f7816f106dbf07bddca2932c6f2db0c97,28960dcd63e56c17debc75bd7dba468a736ddb69a061a3b31d9eb683d95eadd8,1f02572d7e28accf571aabcb62d7014f7816f106dbf07bddca2932c6f2db0c97,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,8,7,f10ca652cccc5ee59eea94044a0f0800bdccdb5296671180f947c58b6db606a1,5721fe583f3fd13102ff782c53a6e2e841ac7ca71f547852a1fdc8d8f48ff547,f10ca652cccc5ee59eea94044a0f0800bdccdb5296671180f947c58b6db606a1,5721fe583f3fd13102ff782c53a6e2e841ac7ca71f547852a1fdc8d8f48ff547,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,9,7,4ed9ef515eb832187ee4d9d121ac9f2f0ff2abdb55d3da9a610ba6443d1137ac,8f1b8f740a05435ca25f763bde142dc0c039635241aaf67920f67dcdfc39c9b1,4ed9ef515eb832187ee4d9d121ac9f2f0ff2abdb55d3da9a610ba6443d1137ac,8f1b8f740a05435ca25f763bde142dc0c039635241aaf67920f67dcdfc39c9b1,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,10,7,1f4d3e26247e356da403bd0e1e7017e4195eb1f9e852a8b34df6f12eb3e29f2f,48c1551ed1c3e2fd14b11af6bcc1343d51c293ec79af144b62f9bc999eecfb5c,1f4d3e26247e356da403bd0e1e7017e4195eb1f9e852a8b34df6f12eb3e29f2f,48c1551ed1c3e2fd14b11af6bcc1343d51c293ec79af144b62f9bc999eecfb5c,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,11,7,94544ab8d9980f4e9f4990f503a696e3f54abd691dd33679caeeed123e5c838c,c53e7a8cbacd385cfa7e90827de8a15dc8aef7dc00806c37be2d5e9025d68384,94544ab8d9980f4e9f4990f503a696e3f54abd691dd33679caeeed123e5c838c,c53e7a8cbacd385cfa7e90827de8a15dc8aef7dc00806c37be2d5e9025d68384,True,,
armbench.policy_sampling_trace.v1,scored,libero_spatial__task_000__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_006/h_05/l_000,3,async_unguarded,libero_spatial,0,6,5,12,7,cb461ec2d8601dc66ff48cde039dc80ce53093d3f3412360d0cfc53d60ea89ea,88480666d14a606664c7326159613a4da347a7d450df2e371c14bc6414aa31b6,cb461ec2d8601dc66ff48cde039dc80ce53093d3f3412360d0cfc53d60ea89ea,88480666d14a606664c7326159613a4da347a7d450df2e371c14bc6414aa31b6,True,,
