schema_version,episode_id,pair_id,condition_order,task_suite,task_id,episode_index,task_description,mode,latency_source,replan_steps,latency_steps,seed,success,termination_reason,initial_state_sha256,environment_steps,task_action_steps,latency_action_steps,policy_queries,accepted_chunks,rejected_chunks,stale_chunks_executed,stale_action_steps,interventions,deadline_misses,horizon_overruns,age_refreshes,fallback_hold_steps,simulated_catchup_steps,observation_age_p50_ms,observation_age_p95_ms,observation_age_max_ms,inference_latency_p50_ms,inference_latency_p95_ms,wall_time_s,failure_category,failure_type,failure_message,video_required,video_path,video_error_type,video_error_message
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_010/h_05/l_000,10,libero_spatial,0,10,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,5364af5c17f81fed3c6bd09d01d0a4b9cb85a949a91d4701581293650ea03466,80,45,25,10,9,0,9,45,0,0,0,0,0,25,144.26211150203017,246.0723190497447,246.5957280001021,81.85726950068783,83.5308896495917,4.405876062999596,,,,True,videos/libero_spatial__task_000__episode_010__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_010/h_05/l_000,11,libero_spatial,0,10,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,5364af5c17f81fed3c6bd09d01d0a4b9cb85a949a91d4701581293650ea03466,174,111,53,23,23,0,23,111,0,0,0,0,0,53,124.56735299929278,244.89055710146204,246.20374200094375,81.77824599988526,82.16323169908719,8.77373837900086,,,,True,videos/libero_spatial__task_000__episode_010__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_011__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_011/h_05/l_000,12,libero_spatial,0,11,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,2a846c19fdf760726a523194c12f0325979e743ed1018ebaf05f15bbd2718251,132,80,42,17,16,0,16,80,0,0,0,0,0,42,126.31724599850713,244.49905840156134,244.63219600147568,81.84464300211403,83.6477531993296,7.0973615260008955,,,,True,videos/libero_spatial__task_000__episode_011__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_011__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_011/h_05/l_000,13,libero_spatial,0,11,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,2a846c19fdf760726a523194c12f0325979e743ed1018ebaf05f15bbd2718251,76,45,21,10,9,0,9,45,0,0,0,0,0,21,125.20781000057468,208.67683379892688,244.69643399788765,82.06661849908414,83.32231899894396,4.107492877999903,,,,True,videos/libero_spatial__task_000__episode_011__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_012__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_012/h_05/l_000,14,libero_spatial,0,12,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,640d0968ff6ebb1f7a4bedfbbcfab723c3dd66877d203f6126531c3f3b614a36,84,48,26,10,10,0,10,48,0,0,0,0,0,26,144.52078149952285,246.0111317506744,246.43209100031527,82.1693249999953,83.4636428495287,4.648389739999402,,,,True,videos/libero_spatial__task_000__episode_012__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_012__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_012/h_05/l_000,15,libero_spatial,0,12,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,640d0968ff6ebb1f7a4bedfbbcfab723c3dd66877d203f6126531c3f3b614a36,210,129,71,26,26,0,26,129,0,0,0,0,0,71,164.34135400049854,246.41761100156145,247.75437300195335,81.74529250027263,84.17890249984339,10.62047089099724,,,,True,videos/libero_spatial__task_000__episode_012__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_013__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_013/h_05/l_000,16,libero_spatial,0,13,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,False,step_limit,8e7b35e0100665e0256054e9de01a627ac9245806c58c00670a53db642d355eb,230,145,75,30,29,0,29,145,0,0,0,0,0,75,145.54408450021583,246.16219295148767,246.38705599863897,82.33781699891551,83.63173825055128,11.664001150998956,,,,True,videos/libero_spatial__task_000__episode_013__h_05__l_000__async_unguarded__failure.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_013__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_013/h_05/l_000,17,libero_spatial,0,13,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,8e7b35e0100665e0256054e9de01a627ac9245806c58c00670a53db642d355eb,147,89,47,19,18,1,18,89,1,1,1,1,1,47,164.15898699779063,245.14862779797113,251.13959300142596,81.95143099874258,86.83652699910454,7.35816325199994,,,,True,videos/libero_spatial__task_000__episode_013__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_014__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_014/h_05/l_000,18,libero_spatial,0,14,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,5ba3c9c89ddb35c831dc57c7b35d00830021b4e2fe89594d184deb95425d0b4f,83,47,26,10,10,0,10,47,0,0,0,0,0,26,146.24762550192827,246.86392629973852,247.15316199944937,83.1033304984885,84.2644696997013,4.64728699799889,,,,True,videos/libero_spatial__task_000__episode_014__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_014__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_014/h_05/l_000,19,libero_spatial,0,14,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,5ba3c9c89ddb35c831dc57c7b35d00830021b4e2fe89594d184deb95425d0b4f,108,66,32,14,14,0,14,66,0,0,0,0,0,32,127.63658950279932,247.92013375081297,248.6824700026773,83.96755949979706,85.77227964942722,5.827575892002642,,,,True,videos/libero_spatial__task_000__episode_014__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_015__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_015/h_05/l_000,20,libero_spatial,0,15,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,844b25043d2525830b36c3c6fd049fc6c115bcae091664e2358ec14d92c6a285,110,65,35,14,13,0,13,65,0,0,0,0,0,35,164.84388999924704,247.85905574972276,248.30220299918437,83.1343405025109,85.94878205058194,6.555973637001443,,,,True,videos/libero_spatial__task_000__episode_015__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_015__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_015/h_05/l_000,21,libero_spatial,0,15,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,844b25043d2525830b36c3c6fd049fc6c115bcae091664e2358ec14d92c6a285,83,47,26,10,10,0,10,47,0,0,0,0,0,26,146.35696549885324,247.56050264822989,247.79084099645843,83.41558550091577,85.29060670061881,4.94617166199896,,,,True,videos/libero_spatial__task_000__episode_015__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_016__h_05__l_000__latency_aligned,libero_spatial/task_000/episode_016/h_05/l_000,22,libero_spatial,0,16,pick up the black bowl between the plate and the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,0996535f5ab00926b97f9eff41c5dc07c9530dea5b192108b1eb2c8f9ef321f4,78,45,23,10,9,0,9,45,0,0,0,0,0,23,146.1137245005375,245.58157164919976,245.9487279993482,82.53608149971114,84.20145449854317,4.677547645998857,,,,True,videos/libero_spatial__task_000__episode_016__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_000__episode_016__h_05__l_000__async_unguarded,libero_spatial/task_000/episode_016/h_05/l_000,23,libero_spatial,0,16,pick up the black bowl between the plate and the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,False,step_limit,0996535f5ab00926b97f9eff41c5dc07c9530dea5b192108b1eb2c8f9ef321f4,230,146,74,30,30,0,30,146,0,0,0,0,0,74,146.69108399903052,248.12522555002943,249.05311399925267,82.96869049809175,86.08928350113274,11.405292966999696,,,,True,videos/libero_spatial__task_000__episode_016__h_05__l_000__async_unguarded__failure.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_005__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_005/h_05/l_000,24,libero_spatial,1,5,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,203,140,53,28,28,0,28,140,0,0,0,0,0,53,124.24731400096789,166.6302915484266,244.81799800196313,82.17240150042926,83.75067730121373,10.025047350001842,,,,True,videos/libero_spatial__task_001__episode_005__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_005__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_005/h_05/l_000,25,libero_spatial,1,5,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,cf34a08ae645eee33dbb9fc8db2039b43ecce9baa8cb9458c8a9f28b6919aafd,117,79,28,16,16,0,16,79,0,0,0,0,0,28,88.84377399954246,167.5112920011088,170.3158269992855,83.98788350132236,87.4126687504031,5.930741046999174,,,,True,videos/libero_spatial__task_001__episode_005__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_006__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_006/h_05/l_000,26,libero_spatial,1,6,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,120,70,40,15,14,0,14,70,0,0,0,0,0,40,165.74091800066526,246.22292830026709,246.57826999828103,83.4415329991316,84.92927760016755,6.581579026002146,,,,True,videos/libero_spatial__task_001__episode_006__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_006__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_006/h_05/l_000,27,libero_spatial,1,6,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,72fe275650ea9afa6d86e7254288148019b4a39f97373aa7adbdbcb6e2434b1b,143,89,44,18,18,0,18,89,0,0,0,0,0,44,127.14726999911363,246.1032911491202,246.87940999865532,82.9139284996927,84.39632115041604,7.42512822199933,,,,True,videos/libero_spatial__task_001__episode_006__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_007__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_007/h_05/l_000,28,libero_spatial,1,7,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,212,139,63,28,28,0,28,139,0,0,0,0,0,63,125.17127449973486,245.4439432010986,247.26509700121824,82.3223355000664,84.38542359817802,10.9642700589975,,,,True,videos/libero_spatial__task_001__episode_007__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_007__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_007/h_05/l_000,29,libero_spatial,1,7,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,7fe870bd906abaaa2ab12fd26ae7d1d6b0abc9ad49fe26fa6b4413d898d7feb6,118,70,38,15,14,0,14,70,0,0,0,0,0,38,166.07778500110726,246.46365039880038,247.05099100174266,83.5324750005384,85.43767309929535,6.4105140719984774,,,,True,videos/libero_spatial__task_001__episode_007__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_008__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_008/h_05/l_000,30,libero_spatial,1,8,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,success_during_inference_delay,7d67ac2fb8d41eadb085034ee0c876b5fb1d85fa70adb0f92e737c9229c1c210,111,65,36,14,13,0,13,65,0,0,0,0,0,36,145.78539049944084,245.7745508489097,246.63327300004312,82.0728720009356,84.78914955103392,6.1851816500020504,,,,True,videos/libero_spatial__task_001__episode_008__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_008__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_008/h_05/l_000,31,libero_spatial,1,8,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,7d67ac2fb8d41eadb085034ee0c876b5fb1d85fa70adb0f92e737c9229c1c210,166,103,53,21,21,0,21,103,0,0,0,0,0,53,126.21946999934153,246.6060730002937,248.09368399655796,82.58007699987502,85.23692699964158,8.989180488002603,,,,True,videos/libero_spatial__task_001__episode_008__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_009/h_05/l_000,32,libero_spatial,1,9,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,success_during_inference_delay,f8833571c26bc4880328f374278ba57bbdbb2066759b9cdb4f58d2fab5c1903f,139,85,44,18,17,0,17,85,0,0,0,0,0,44,126.2972130007256,246.57086310180603,246.67862100250204,83.66464199934853,85.02784079882986,7.478109064002638,,,,True,videos/libero_spatial__task_001__episode_009__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_009/h_05/l_000,33,libero_spatial,1,9,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,f8833571c26bc4880328f374278ba57bbdbb2066759b9cdb4f58d2fab5c1903f,123,71,41,16,15,1,15,71,1,1,1,1,1,41,126.21032749848382,248.00952824989508,251.2672829980147,82.64806999977736,88.20290750009008,6.77174973900037,,,,True,videos/libero_spatial__task_001__episode_009__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_010/h_05/l_000,34,libero_spatial,1,10,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,a4c7d1330e7c736a14c5a4bc8e6ee2611b0621248765c9a7e7c8753d83b9d5ad,112,72,30,15,15,0,15,72,0,0,0,0,0,30,125.77978699846426,245.67297770227015,247.1967230012524,83.00434600096196,84.40604699972027,5.883899650998501,,,,True,videos/libero_spatial__task_001__episode_010__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_010/h_05/l_000,35,libero_spatial,1,10,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,a4c7d1330e7c736a14c5a4bc8e6ee2611b0621248765c9a7e7c8753d83b9d5ad,161,103,48,21,21,0,21,103,0,0,0,0,0,48,125.03558800017345,244.97793999762507,245.36794800224015,82.15619700058596,82.59175900093396,8.51510401699852,,,,True,videos/libero_spatial__task_001__episode_010__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_011__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_011/h_05/l_000,36,libero_spatial,1,11,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,4d28ee7170cbd1848ea55fd4cb3447acd22dad746c9673ec016e2ef0bd7412a4,167,102,55,21,21,0,21,102,0,0,0,0,0,55,164.7122960021079,245.4946750003728,245.5109469992749,82.52617399921292,85.34617599798366,9.059243896001135,,,,True,videos/libero_spatial__task_001__episode_011__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_011__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_011/h_05/l_000,37,libero_spatial,1,11,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,4d28ee7170cbd1848ea55fd4cb3447acd22dad746c9673ec016e2ef0bd7412a4,117,68,39,14,14,0,14,68,0,0,0,0,0,39,166.1269429987442,247.44355994844227,247.48216800071532,83.62884999951348,86.35762394933408,6.448039844999585,,,,True,videos/libero_spatial__task_001__episode_011__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_012__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_012/h_05/l_000,38,libero_spatial,1,12,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,9c41ef17a11e4779c0cd79f92df77f4cfd683daed0830a019c26715a5813e24e,115,70,35,14,14,0,14,70,0,0,0,0,0,35,164.95987649977906,247.16530605073785,247.80310099959024,84.67003049918276,87.72471594966191,6.096549335998134,,,,True,videos/libero_spatial__task_001__episode_012__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_012__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_012/h_05/l_000,39,libero_spatial,1,12,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,9c41ef17a11e4779c0cd79f92df77f4cfd683daed0830a019c26715a5813e24e,157,98,49,20,20,0,20,98,0,0,0,0,0,49,165.0889990014548,246.38661149983818,246.6081230013515,83.56658549928397,84.57458319808211,8.605761910999718,,,,True,videos/libero_spatial__task_001__episode_012__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_013__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_013/h_05/l_000,40,libero_spatial,1,13,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,True,task_success,30f5df507bc13e6b58551592be2d3c312ab93ed6ddd7a76c6e4cf8abf79a052b,130,78,42,16,16,0,16,78,0,0,0,0,0,42,164.2238294989511,244.85597850070917,245.31205499806674,82.13414300007571,84.38384424971446,7.052072810001846,,,,True,videos/libero_spatial__task_001__episode_013__h_05__l_000__async_unguarded__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_013__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_013/h_05/l_000,41,libero_spatial,1,13,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,30f5df507bc13e6b58551592be2d3c312ab93ed6ddd7a76c6e4cf8abf79a052b,111,67,34,14,14,0,14,67,0,0,0,0,0,34,145.83529400260886,245.4286714522823,245.6358440031181,82.54359800230304,84.82317380075983,5.7493645639988245,,,,True,videos/libero_spatial__task_001__episode_013__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_014__h_05__l_000__latency_aligned,libero_spatial/task_001/episode_014/h_05/l_000,42,libero_spatial,1,14,pick up the black bowl next to the ramekin and place it on the plate,latency_aligned,measured_wall,5,0,7,True,task_success,4b23a321e191a3b2552ca754ea9813e6d5bd1d216de14f3763c5153762aa64fd,117,69,38,14,14,0,14,69,0,0,0,0,0,38,164.7264434996032,245.69395314993017,245.8333059985307,82.18692650007142,83.84861595168331,6.188763108002604,,,,True,videos/libero_spatial__task_001__episode_014__h_05__l_000__latency_aligned__success.mp4,,
armbench.pi05_libero_measured_age.v2,libero_spatial__task_001__episode_014__h_05__l_000__async_unguarded,libero_spatial/task_001/episode_014/h_05/l_000,43,libero_spatial,1,14,pick up the black bowl next to the ramekin and place it on the plate,async_unguarded,measured_wall,5,0,7,False,step_limit,4b23a321e191a3b2552ca754ea9813e6d5bd1d216de14f3763c5153762aa64fd,230,146,74,30,30,0,30,146,0,0,0,0,0,74,146.64295849797782,246.37369830070384,247.09109000104945,82.31087700187345,85.02434890178847,11.933520792998024,,,,True,videos/libero_spatial__task_001__episode_014__h_05__l_000__async_unguarded__failure.mp4,,
