schema_version,episode_id,task_suite,task_id,episode_index,task_description,seed,task_success,termination_reason,initial_state_sha256,stabilization_steps,task_steps,wall_time_s,parent_process_id,worker_process_id,worker_stopped,submitted_requests,started_requests,completed_requests,superseded_requests,accepted_responses,failed_responses,deadline_exceeded_responses,hold_ticks,execute_ticks,ticks_during_inference,tick_overruns,response_age_p50_ms,response_age_p95_ms,response_age_max_ms,video_path
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_04,libero_spatial,5,4,pick up the black bowl on the ramekin and place it on the plate,9,True,task_success,aa0cdeadd136826eac6b6e1aab3d5369dc6850b036ee9bea029eafb4f6df2401,10,94,9.80904276399815,1,1619,True,94,58,57,35,57,0,0,15,79,92,1,107.2280249936739,130.34108440042473,132.55228599882685,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_05,libero_spatial,5,5,pick up the black bowl on the ramekin and place it on the plate,9,True,task_success,5d7f7c506a97bf93fa32de1e3ed9deca9768d4946b41818a1e12728025b6ac49,10,96,9.904208758991444,1,1692,True,96,60,59,35,59,0,0,13,83,94,1,107.46516200015321,130.51126529171597,132.01273199229036,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_06,libero_spatial,5,6,pick up the black bowl on the ramekin and place it on the plate,9,True,task_success,d07cde9842c77f852f5342c4759dda45a46713c2aed488750db83a5b2ad90c55,10,98,10.042879190004896,1,1765,True,98,62,61,36,61,0,0,13,85,97,1,106.43177900055889,129.80187300127,132.47585999488365,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_005__episode_07,libero_spatial,5,7,pick up the black bowl on the ramekin and place it on the plate,9,True,task_success,245c4f09d4bd6e446825e4b380acd8f864f0180b08f3be5dea6acc02e18405fb,10,108,10.550207325009978,1,1838,True,108,68,67,40,67,0,0,13,95,106,1,106.57913998875301,128.69804821239086,131.7344779963605,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_04,libero_spatial,6,4,pick up the black bowl next to the cookie box and place it on the plate,9,True,task_success,fcaeac7cc17d1c0008bf07f238e2d4abfb1c63f4b2231fd34feefdb33b265d8f,10,103,10.328624415997183,1,1911,True,103,65,64,38,64,0,0,13,90,101,1,107.56212499836693,130.25642969587352,131.96434298879467,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_05,libero_spatial,6,5,pick up the black bowl next to the cookie box and place it on the plate,9,True,task_success,0ca7363b84c42400b6e3bb06e5827d4c18d8f4b002ec5b2ab66273519cf23e2f,10,117,10.958800441992935,1,1984,True,117,73,72,43,72,0,0,15,102,114,1,108.06516149750678,129.61705654961406,131.98175499564968,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_06,libero_spatial,6,6,pick up the black bowl next to the cookie box and place it on the plate,9,True,task_success,c878f12613ab732775aac20405d54eb3174e438cea40fe6fb9b1b88a0ece29b0,10,110,10.686279760004254,1,2057,True,110,69,68,40,68,0,0,14,96,108,1,106.67738949268823,128.90575745186652,131.92842599528376,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_006__episode_07,libero_spatial,6,7,pick up the black bowl next to the cookie box and place it on the plate,9,True,task_success,5fa1af0478112254215dd54b7039e5d9ea34f6a0787d62d2c86e94d6d9bd3c1c,10,112,10.77580317101092,1,2130,True,112,70,69,41,69,0,0,16,96,110,1,105.25712800153997,127.95588519948069,131.67733800946735,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_04,libero_spatial,7,4,pick up the black bowl on the stove and place it on the plate,9,True,task_success,e8ba213ad43f879cb85e8d234bcc13d4b87a7f3d5631a9d646ab6b05767236d6,10,115,10.884754703001818,1,2203,True,115,72,71,42,71,0,0,16,99,113,1,107.21474701131228,128.9953814994078,131.51073500921484,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_05,libero_spatial,7,5,pick up the black bowl on the stove and place it on the plate,9,True,task_success,ff36e8fbc3e2f853ab40db5b4a0e736169d5ea35649a356610a538fcfb49c69a,10,161,13.256074100994738,1,2276,True,161,101,100,60,100,0,0,21,140,159,1,105.74884900415782,127.81303923766245,132.28979898849502,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_06,libero_spatial,7,6,pick up the black bowl on the stove and place it on the plate,9,True,task_success,4ff7927caf3c099d09f3219cb90aed196d4511c1d3165a7809f77f2c8d324062,10,167,13.725180994006223,1,2349,True,167,104,103,62,103,0,0,22,145,163,1,109.52946900215466,130.8017206043587,134.64685800136067,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_007__episode_07,libero_spatial,7,7,pick up the black bowl on the stove and place it on the plate,9,True,task_success,d529f6f9ed9679b3d5ec477b65265eb7ceeb8d1385137bed2e98dbd32b8a78e5,10,145,12.431235442010802,1,2422,True,145,90,89,54,89,0,0,20,125,143,1,105.83406500518322,128.18051319918595,131.95342700055335,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_04,libero_spatial,8,4,pick up the black bowl next to the plate and place it on the plate,9,True,task_success,8365d524c9b6f6e03382a41fc19fafb4cd32c174960b5660cf71dced44b6efbc,10,104,10.552576383997803,1,2495,True,104,65,64,39,64,0,0,14,90,102,1,106.36177000560565,126.95950954584987,132.73151199973654,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_05,libero_spatial,8,5,pick up the black bowl next to the plate and place it on the plate,9,True,task_success,7519815ee6cd461969ad7fd764a9459c1e8ded4486ebf82175f3fae4f27cd801,10,101,10.14131358099985,1,2568,True,101,63,62,37,62,0,0,14,87,98,1,107.83953999634832,128.90377375442768,130.15870000526775,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_06,libero_spatial,8,6,pick up the black bowl next to the plate and place it on the plate,9,True,task_success,e4eb2ccad7d4debc70bea105c9d93f37ef4935f990cddb616afb11087ade66a1,10,95,9.919778288996895,1,2641,True,95,59,59,35,59,0,0,13,82,94,1,108.08315098984167,130.68215160164982,132.07805099955294,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_008__episode_07,libero_spatial,8,7,pick up the black bowl next to the plate and place it on the plate,9,True,task_success,7b9960eb745c1f56a09118e172981e3bffc63f87b4f0b2e1a67e5cdf5365b111,10,90,9.5708235839993,1,2714,True,90,56,55,33,55,0,0,13,77,88,1,106.18581100425217,129.7102609940339,131.52599800378084,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_04,libero_spatial,9,4,pick up the black bowl on the wooden cabinet and place it on the plate,9,True,task_success,30ecd4457175365f042328ad5f0e06b7e252358dc5bba6b12fa63b2ca239b70f,10,123,11.317627380005433,1,2787,True,123,77,76,45,76,0,0,15,108,121,1,108.32735700387275,130.564653496549,131.76809799915645,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_05,libero_spatial,9,5,pick up the black bowl on the wooden cabinet and place it on the plate,9,True,task_success,5ee1525f336db8abf9761958c0002df34dab1287b230db64be4af50babba1ab1,10,132,11.813458422999247,1,2860,True,132,83,82,49,82,0,0,16,116,131,1,108.93328849488171,131.06503074450302,132.09104200359434,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_06,libero_spatial,9,6,pick up the black bowl on the wooden cabinet and place it on the plate,9,True,task_success,3af6d7924a8d930934c350459d40b8017588461c9868cf724c702df962007e72,10,125,11.38190851600666,1,2933,True,125,78,77,46,77,0,0,16,109,123,1,105.32802400121,127.81353199970908,134.39674700202886,
armbench.pi05_libero_independent_clock.v1,libero_spatial__task_009__episode_07,libero_spatial,9,7,pick up the black bowl on the wooden cabinet and place it on the plate,9,True,task_success,0de068948469627f0df64f145fa391a76fa9ef886546fa72f61d99053345ffe0,10,123,11.411211409009411,1,3006,True,123,77,76,46,76,0,0,17,106,122,1,107.32078150613233,130.39582724741194,132.7607179991901,
