schema_version,episode_id,pair_id,condition_order,task_suite,task_id,episode_index,task_description,mode,replan_steps,latency_steps,injected_latency_ms,fixed_refresh_interval,seed,success,termination_reason,initial_state_sha256,environment_steps,task_action_steps,latency_action_steps,policy_queries,accepted_chunks,rejected_chunks,stale_chunks_executed,stale_action_steps,interventions,inference_latency_p50_ms,inference_latency_p95_ms,policy_inference_latency_p50_ms,policy_inference_latency_p95_ms,server_inference_latency_p50_ms,server_inference_latency_p95_ms,wall_time_s,failure_category,failure_type,failure_message,video_required,video_path,video_error_type,video_error_message
armbench.pi05_libero_async.v1,libero_spatial__task_002__episode_046__h_05__l_004__state_guard,libero_spatial/task_002/episode_046/h_05/l_004,10,libero_spatial,2,46,pick up the black bowl from table center and place it on the plate,state_guard,5,4,200.0,,7,True,task_success,8c910c5e2812918ef8e51a9744dfd90dcd03a0b3b557b1a67119105cbed52694,182,64,108,27,13,14,13,64,14,81.50046000082511,84.96896979922894,58.025907001137966,58.506306198978564,80.66096600305173,83.78131760036922,7.988698805998865,,,,True,videos/libero_spatial__task_002__episode_046__h_05__l_004__state_guard__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_002__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_002/episode_046/h_05/l_004,11,libero_spatial,2,46,pick up the black bowl from table center and place it on the plate,async_unguarded,5,4,200.0,,7,True,success_during_inference_delay,8c910c5e2812918ef8e51a9744dfd90dcd03a0b3b557b1a67119105cbed52694,158,80,68,17,16,0,16,80,0,81.11618600014481,82.48206539719831,58.02148600196233,58.14649439926143,80.2582149990485,81.5680992011039,6.732970485001715,,,,True,videos/libero_spatial__task_002__episode_046__h_05__l_004__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_003__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_003/episode_045/h_05/l_004,12,libero_spatial,3,45,pick up the black bowl on the cookie box and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,c725475ca4249491283f1fdccaa5c1b20285db5cbec9a33baa760ddfa29325ab,230,120,100,25,24,0,24,120,0,81.22795300005237,82.27882240171311,58.038512001076015,58.128394200321054,80.39628299957258,81.4865890002693,9.16763415999958,,,,True,videos/libero_spatial__task_003__episode_045__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_003__episode_045__h_05__l_004__state_guard,libero_spatial/task_003/episode_045/h_05/l_004,13,libero_spatial,3,45,pick up the black bowl on the cookie box and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,c725475ca4249491283f1fdccaa5c1b20285db5cbec9a33baa760ddfa29325ab,48,10,28,7,2,5,2,10,5,78.24187699952745,82.15447809852776,55.96237599820597,58.08723930022097,77.52147000064724,81.1009450982965,2.7155297140016046,,,,True,videos/libero_spatial__task_003__episode_045__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_003__episode_046__h_05__l_004__state_guard,libero_spatial/task_003/episode_046/h_05/l_004,14,libero_spatial,3,46,pick up the black bowl on the cookie box and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,0bf71ba47fe7c2ed17364770440e6fbc3a19143cb6b7f5dcd5dda4ee271d62ff,95,25,60,15,5,10,5,25,10,79.48156200291123,83.59306140228,56.01869599922793,58.23397339954681,78.7081449998368,82.56936170146219,4.535803979000775,,,,True,videos/libero_spatial__task_003__episode_046__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_003__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_003/episode_046/h_05/l_004,15,libero_spatial,3,46,pick up the black bowl on the cookie box and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,0bf71ba47fe7c2ed17364770440e6fbc3a19143cb6b7f5dcd5dda4ee271d62ff,230,120,100,25,24,0,24,120,0,80.82227799968678,81.9710067989945,57.9432699996687,58.011562198225874,80.06370800285367,81.03040200148826,9.355752139999822,,,,True,videos/libero_spatial__task_003__episode_046__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_004__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_004/episode_045/h_05/l_004,16,libero_spatial,4,45,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,9e22e4307ff03f050bd4264754ff4a9501e52de097edfe69cff7113cf0fccf01,230,120,100,25,24,0,24,120,0,81.07850699889241,82.14456940040691,57.91544500243617,58.00802579833544,80.41818199853878,81.087264999951,9.466779667000083,,,,True,videos/libero_spatial__task_004__episode_045__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_004__episode_045__h_05__l_004__state_guard,libero_spatial/task_004/episode_045/h_05/l_004,17,libero_spatial,4,45,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,state_guard,5,4,200.0,,7,True,success_during_inference_delay,9e22e4307ff03f050bd4264754ff4a9501e52de097edfe69cff7113cf0fccf01,208,65,133,34,13,20,13,65,20,78.92146549966128,82.01782905016444,56.425536999086034,58.07326729991473,78.10538549892954,80.92997955081955,9.257916034999653,,,,True,videos/libero_spatial__task_004__episode_045__h_05__l_004__state_guard__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_004__episode_046__h_05__l_004__state_guard,libero_spatial/task_004/episode_046/h_05/l_004,18,libero_spatial,4,46,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,state_guard,5,4,200.0,,7,True,task_success,2ae1d9031f6b2804f10467fb8889a75af3d96471400d0a98c85250be50c8d437,221,71,140,35,15,20,15,71,20,79.86197400168749,84.0345562010043,56.788303998473566,58.13873379956931,78.92272399840294,83.16852570060291,9.92655743099749,,,,True,videos/libero_spatial__task_004__episode_046__h_05__l_004__state_guard__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_004__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_004/episode_046/h_05/l_004,19,libero_spatial,4,46,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,2ae1d9031f6b2804f10467fb8889a75af3d96471400d0a98c85250be50c8d437,230,120,100,25,24,0,24,120,0,81.11591899796622,82.4903376000293,57.887973001925275,58.00599280119059,80.26056100061396,81.35126499910257,9.321809804001532,,,,True,videos/libero_spatial__task_004__episode_046__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_005__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_005/episode_045/h_05/l_004,20,libero_spatial,5,45,pick up the black bowl on the ramekin and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,946e4ac1de9cf4879df9d7ebd7da97b359da8a02647da9457af31d8210db2b84,230,120,100,25,24,0,24,120,0,80.59362200219766,81.70108620251995,57.84321100145462,57.919220600888366,79.76138700178126,80.92694760052837,9.582501635999506,,,,True,videos/libero_spatial__task_005__episode_045__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_005__episode_045__h_05__l_004__state_guard,libero_spatial/task_005/episode_045/h_05/l_004,21,libero_spatial,5,45,pick up the black bowl on the ramekin and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,946e4ac1de9cf4879df9d7ebd7da97b359da8a02647da9457af31d8210db2b84,185,55,120,30,11,19,11,55,19,80.37251150017255,82.92948035086738,57.7982279992284,57.973118749214336,79.65927049917809,81.90108960134239,8.333916842999315,,,,True,videos/libero_spatial__task_005__episode_045__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_005__episode_046__h_05__l_004__state_guard,libero_spatial/task_005/episode_046/h_05/l_004,22,libero_spatial,5,46,pick up the black bowl on the ramekin and place it on the plate,state_guard,5,4,200.0,,7,False,step_limit,5c84b81cfb2b4a6834646b5c9e72f836134433e61fc21444fe69ec7869324faa,230,80,140,35,16,18,16,80,18,80.4012269982195,83.00424640183337,57.842669000820024,58.08637799855205,79.61190100104432,82.1848333998787,10.594595590999234,,,,True,videos/libero_spatial__task_005__episode_046__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_005__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_005/episode_046/h_05/l_004,23,libero_spatial,5,46,pick up the black bowl on the ramekin and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,5c84b81cfb2b4a6834646b5c9e72f836134433e61fc21444fe69ec7869324faa,230,120,100,25,24,0,24,120,0,80.74488900092547,81.27071400085697,57.860517998051364,57.90928399947006,79.91215700167231,80.47207240233547,9.689056834999064,,,,True,videos/libero_spatial__task_005__episode_046__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_006__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_006/episode_045/h_05/l_004,24,libero_spatial,6,45,pick up the black bowl next to the cookie box and place it on the plate,async_unguarded,5,4,200.0,,7,True,success_during_inference_delay,73bc46af01457cfb1036eef290866a4a84aff8608ca297ed1e983efd3548ed50,156,80,66,17,16,0,16,80,0,80.56559400210972,81.20112359974883,57.861123998009134,57.955397400655784,79.78776099844254,80.37057100082166,6.622783385999355,,,,True,videos/libero_spatial__task_006__episode_045__h_05__l_004__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_006__episode_045__h_05__l_004__state_guard,libero_spatial/task_006/episode_045/h_05/l_004,25,libero_spatial,6,45,pick up the black bowl next to the cookie box and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,73bc46af01457cfb1036eef290866a4a84aff8608ca297ed1e983efd3548ed50,65,15,40,10,3,7,3,15,7,80.37178550148383,81.69285069925536,57.80789250093221,57.98662369961676,79.63055250002071,80.64218170184176,3.3592037269991124,,,,True,videos/libero_spatial__task_006__episode_045__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_006__episode_046__h_05__l_004__state_guard,libero_spatial/task_006/episode_046/h_05/l_004,26,libero_spatial,6,46,pick up the black bowl next to the cookie box and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,cac8e064032686815a6d379e9e627f4cf824dd5455de978ca2aab3a61ee32039,65,15,40,10,3,7,3,15,7,78.65939199837158,80.4999255515213,56.007259499892825,57.689620451310475,77.92089799841051,79.71629594867409,3.389696811998874,,,,True,videos/libero_spatial__task_006__episode_046__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_006__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_006/episode_046/h_05/l_004,27,libero_spatial,6,46,pick up the black bowl next to the cookie box and place it on the plate,async_unguarded,5,4,200.0,,7,True,task_success,cac8e064032686815a6d379e9e627f4cf824dd5455de978ca2aab3a61ee32039,152,78,64,16,16,0,16,78,0,81.17635099733889,81.9346737498563,57.9689944988786,58.104741750867106,80.33185100066476,80.9226490000583,6.536159832998237,,,,True,videos/libero_spatial__task_006__episode_046__h_05__l_004__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_007__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_007/episode_045/h_05/l_004,28,libero_spatial,7,45,pick up the black bowl on the stove and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,14d12409b80e304c4e0aeb0e8d3894399a2eff26f28614e680fce91324add18c,230,120,100,25,24,0,24,120,0,81.76939799886895,84.18088459948194,58.018491999973776,58.175480998761486,80.76255299965851,83.23024499841267,9.794017783999152,,,,True,videos/libero_spatial__task_007__episode_045__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_007__episode_045__h_05__l_004__state_guard,libero_spatial/task_007/episode_045/h_05/l_004,29,libero_spatial,7,45,pick up the black bowl on the stove and place it on the plate,state_guard,5,4,200.0,,7,False,step_limit,14d12409b80e304c4e0aeb0e8d3894399a2eff26f28614e680fce91324add18c,230,80,140,35,16,18,16,80,18,80.96324700090918,83.13164660103212,57.94103400330641,58.25861860175792,80.03131599980406,81.92064270260744,10.357749761999003,,,,True,videos/libero_spatial__task_007__episode_045__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_007__episode_046__h_05__l_004__state_guard,libero_spatial/task_007/episode_046/h_05/l_004,30,libero_spatial,7,46,pick up the black bowl on the stove and place it on the plate,state_guard,5,4,200.0,,7,True,success_during_inference_delay,ec00e65fa3201fea20814cc96fc7d2d7fedacf52b9a58e6c93c64cc93f0cbbb1,215,75,130,33,15,17,15,75,17,79.7104040029808,81.78768260258948,57.514324002113426,58.12372139989748,78.88324000305147,80.8355750014016,9.785385267001402,,,,True,videos/libero_spatial__task_007__episode_046__h_05__l_004__state_guard__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_007__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_007/episode_046/h_05/l_004,31,libero_spatial,7,46,pick up the black bowl on the stove and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,ec00e65fa3201fea20814cc96fc7d2d7fedacf52b9a58e6c93c64cc93f0cbbb1,230,120,100,25,24,0,24,120,0,81.46887700058869,84.01924099962343,57.94733000220731,58.23870660024113,80.53434300018125,83.01010779978242,9.702901912998641,,,,True,videos/libero_spatial__task_007__episode_046__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_008__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_008/episode_045/h_05/l_004,32,libero_spatial,8,45,pick up the black bowl next to the plate and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,c1cf03d8ebd2ce65434119e5e14baa0bbedc4127b16293ac12ed5072d3c593dc,230,120,100,25,24,0,24,120,0,81.0008900007233,82.61786099901656,57.884056001057616,58.055149600841105,80.13560099789174,81.62808879787917,9.173553508000623,,,,True,videos/libero_spatial__task_008__episode_045__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_008__episode_045__h_05__l_004__state_guard,libero_spatial/task_008/episode_045/h_05/l_004,33,libero_spatial,8,45,pick up the black bowl next to the plate and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,c1cf03d8ebd2ce65434119e5e14baa0bbedc4127b16293ac12ed5072d3c593dc,112,30,72,18,6,12,6,30,12,79.72989750123816,82.34009454772604,56.12688750261441,57.993508746949374,78.7320115014154,81.23111205022724,5.1546438860023045,,,,True,videos/libero_spatial__task_008__episode_045__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_008__episode_046__h_05__l_004__state_guard,libero_spatial/task_008/episode_046/h_05/l_004,34,libero_spatial,8,46,pick up the black bowl next to the plate and place it on the plate,state_guard,5,4,200.0,,7,True,task_success,61ed7b3eb2b328a34599b62539f691ae73f92c0f05911b7806060f4a39b843fa,174,60,104,26,12,14,12,60,14,80.28699800161121,82.28905674877751,57.81822500102862,58.072093250302714,79.5761350000248,81.35421224960737,7.624344670999562,,,,True,videos/libero_spatial__task_008__episode_046__h_05__l_004__state_guard__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_008__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_008/episode_046/h_05/l_004,35,libero_spatial,8,46,pick up the black bowl next to the plate and place it on the plate,async_unguarded,5,4,200.0,,7,True,task_success,61ed7b3eb2b328a34599b62539f691ae73f92c0f05911b7806060f4a39b843fa,208,110,88,22,22,0,22,110,0,80.85192199905578,82.25785755166726,57.86352799987071,57.98099464736879,79.99665149873181,81.14332434925018,8.336293059997843,,,,True,videos/libero_spatial__task_008__episode_046__h_05__l_004__async_unguarded__success.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_009__episode_045__h_05__l_004__async_unguarded,libero_spatial/task_009/episode_045/h_05/l_004,36,libero_spatial,9,45,pick up the black bowl on the wooden cabinet and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,b0bf61314bc5e27981adaa98fcbfa1d0c04486a48208be8170f413ac32b7eb6c,230,120,100,25,24,0,24,120,0,80.78077900063363,83.21763079948141,57.90008400072111,58.03091040070285,79.97603500189143,82.26931940080249,9.019442169003014,,,,True,videos/libero_spatial__task_009__episode_045__h_05__l_004__async_unguarded__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_009__episode_045__h_05__l_004__state_guard,libero_spatial/task_009/episode_045/h_05/l_004,37,libero_spatial,9,45,pick up the black bowl on the wooden cabinet and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,b0bf61314bc5e27981adaa98fcbfa1d0c04486a48208be8170f413ac32b7eb6c,65,15,40,10,3,7,3,15,7,78.3799699984229,82.09641255016322,55.96659750153776,57.99544605015399,77.63373699890508,80.97607819963741,3.4226370449978276,,,,True,videos/libero_spatial__task_009__episode_045__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_009__episode_046__h_05__l_004__state_guard,libero_spatial/task_009/episode_046/h_05/l_004,38,libero_spatial,9,46,pick up the black bowl on the wooden cabinet and place it on the plate,state_guard,5,4,200.0,,7,False,max_requeries_exceeded,9b9ce02f91eee153b9b2d46dfd242058d58b371ac1d3d67c6a4798808e5dd1fe,206,60,136,34,12,22,12,60,22,79.08294700064289,82.2540758017567,56.05798149917973,58.11263239920663,78.22336550088949,81.44575875012379,9.14534374700088,,,,True,videos/libero_spatial__task_009__episode_046__h_05__l_004__state_guard__failure.mp4,,
armbench.pi05_libero_async.v1,libero_spatial__task_009__episode_046__h_05__l_004__async_unguarded,libero_spatial/task_009/episode_046/h_05/l_004,39,libero_spatial,9,46,pick up the black bowl on the wooden cabinet and place it on the plate,async_unguarded,5,4,200.0,,7,False,step_limit,9b9ce02f91eee153b9b2d46dfd242058d58b371ac1d3d67c6a4798808e5dd1fe,230,120,100,25,24,0,24,120,0,80.96829200076172,82.94292599894106,58.00198100041598,58.16137460133177,80.25773299959837,82.04711400030646,9.037295214999176,,,,True,videos/libero_spatial__task_009__episode_046__h_05__l_004__async_unguarded__failure.mp4,,
