case_id,trajectory_index,selection_index,source_row_index,task_suite,task_id,method,pair_id,episode_id,episode_index,query_index,scenario,response_action_sha256,inference_latency_ms,response_deadline_exceeded,input_clipped_steps,raw_path_safe,legacy_safe_after_guard,legacy_path_safe,legacy_unsafe_raw_steps,legacy_intervention_steps,legacy_hold_steps,legacy_acceleration_override_steps,legacy_max_acceleration_rad_s2,legacy_guard_latency_ms,repair_safe_after_guard,repair_path_safe,repair_terminal_path_safe,repair_selected_scale,repair_terminal_brake_steps,repair_intervention_steps,repair_max_acceleration_rad_s2,repair_selection_deadline_exceeded,repair_evaluated_scale_count,repair_collision_edge_checks,repair_latency_ms,repair_fallback_reason,legacy_conflict_resolved,repair_regression,raw_hand_displacement_m,legacy_hand_displacement_m,repair_hand_displacement_m
row_00052__single_block,10,3,52,libero_10,0,projected_overlap,libero_10__task_00__episode_02,libero_10__task_00__episode_02__projected_overlap,2,4,single_block,c1af1b1d35e857c8f84f24b1176750295b5443f38a199b4844286541367b800a,79.29393599624746,False,8,True,True,True,1,1,0,0,15.0,5.635099994833581,True,True,True,1.0,2,1,15.0,False,2,22,4.816600005142391,,False,False,0.2045625691506247,0.20004610267513642,0.20004610267513642
row_00052__narrow_gate,11,3,52,libero_10,0,projected_overlap,libero_10__task_00__episode_02,libero_10__task_00__episode_02__projected_overlap,2,4,narrow_gate,c1af1b1d35e857c8f84f24b1176750295b5443f38a199b4844286541367b800a,79.29393599624746,False,8,True,True,True,1,1,0,0,15.0,5.595099995844066,True,True,True,1.0,2,1,15.0,False,2,22,5.570500012254342,,False,False,0.2045625691506247,0.20004610267513642,0.20004610267513642
row_00150__free_space,12,4,150,libero_10,0,projected_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__projected_overlap,3,4,free_space,b9adaa537a2f2ce180a3fb45e59deeda5f17d14a1fe276b5bc23d7fc25e1efc0,103.0112279986497,False,10,True,True,True,1,1,0,0,15.0,5.347600003005937,True,True,True,1.0,2,1,15.0,False,2,22,4.790600010892376,,False,False,0.26495212764439796,0.26005388791693607,0.26005388791693607
row_00150__single_block,13,4,150,libero_10,0,projected_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__projected_overlap,3,4,single_block,b9adaa537a2f2ce180a3fb45e59deeda5f17d14a1fe276b5bc23d7fc25e1efc0,103.0112279986497,False,10,True,True,True,1,1,0,0,15.0,5.353999993531033,True,True,True,1.0,2,1,15.0,False,2,22,4.722599987871945,,False,False,0.26495212764439796,0.26005388791693607,0.26005388791693607
row_00150__narrow_gate,14,4,150,libero_10,0,projected_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__projected_overlap,3,4,narrow_gate,b9adaa537a2f2ce180a3fb45e59deeda5f17d14a1fe276b5bc23d7fc25e1efc0,103.0112279986497,False,10,True,True,True,1,1,0,0,15.0,5.376500004786067,True,True,True,1.0,2,1,15.0,False,2,22,5.1562000007834285,,False,False,0.26495212764439796,0.26005388791693607,0.26005388791693607
row_00154__free_space,15,5,154,libero_10,0,projected_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__projected_overlap,3,8,free_space,cdcbe08ef8154f621660984e7a5e8d85e83bf132d95156b57af018ff2fd5d341,79.73966300050961,False,8,True,True,True,1,1,0,0,15.0,6.448700005421415,True,True,True,1.0,2,1,15.0,False,2,22,4.602300003170967,,False,False,0.16084957644984182,0.1532077912254153,0.1532077912254153
row_00154__single_block,16,5,154,libero_10,0,projected_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__projected_overlap,3,8,single_block,cdcbe08ef8154f621660984e7a5e8d85e83bf132d95156b57af018ff2fd5d341,79.73966300050961,False,8,True,True,True,1,1,0,0,15.0,6.332999997539446,True,True,True,1.0,2,1,15.0,False,2,22,4.598200001055375,,False,False,0.16084957644984182,0.1532077912254153,0.1532077912254153
row_00154__narrow_gate,17,5,154,libero_10,0,projected_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__projected_overlap,3,8,narrow_gate,cdcbe08ef8154f621660984e7a5e8d85e83bf132d95156b57af018ff2fd5d341,79.73966300050961,False,8,True,True,True,1,1,0,0,15.0,5.181300002732314,True,True,True,1.0,2,1,15.0,False,2,22,5.31750000664033,,False,False,0.16084957644984182,0.1532077912254153,0.1532077912254153
row_00124__free_space,18,6,124,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_02,libero_10__task_00__episode_02__rtc_guided_overlap,2,26,free_space,5bf47acc643566f2a5a37ec6ff337191064361171cf3037d662746a96496a20b,107.67478600610048,False,0,True,True,True,1,1,0,0,15.0,6.529300007969141,True,True,True,1.0,2,1,15.0,False,2,22,4.6904000046197325,,False,False,0.11875003901090728,0.11632329934392385,0.11632329934392385
row_00124__single_block,19,6,124,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_02,libero_10__task_00__episode_02__rtc_guided_overlap,2,26,single_block,5bf47acc643566f2a5a37ec6ff337191064361171cf3037d662746a96496a20b,107.67478600610048,False,0,True,True,True,1,1,0,0,15.0,5.345999990822747,True,True,True,1.0,2,1,15.0,False,2,22,4.923799991956912,,False,False,0.11875003901090728,0.11632329934392385,0.11632329934392385
row_00124__narrow_gate,20,6,124,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_02,libero_10__task_00__episode_02__rtc_guided_overlap,2,26,narrow_gate,5bf47acc643566f2a5a37ec6ff337191064361171cf3037d662746a96496a20b,107.67478600610048,False,0,True,True,True,1,1,0,0,15.0,6.067599999369122,True,True,True,1.0,2,1,15.0,False,2,22,4.92859999940265,,False,False,0.11875003901090728,0.11632329934392385,0.11632329934392385
row_00236__free_space,21,7,236,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__rtc_guided_overlap,3,36,free_space,ba5eb25376b5fdcec587bc80d0ee8486f21952462444e7617b8a91c317718ba6,110.22575900278753,False,8,True,True,True,1,1,0,0,15.0,6.125699990661815,True,True,True,1.0,2,1,15.0,False,2,22,5.1346000109333545,,False,False,0.29166885926200353,0.2856748939530496,0.2856748939530496
row_00236__single_block,22,7,236,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__rtc_guided_overlap,3,36,single_block,ba5eb25376b5fdcec587bc80d0ee8486f21952462444e7617b8a91c317718ba6,110.22575900278753,False,8,True,True,True,1,1,0,0,15.0,5.493799995747395,True,True,True,1.0,2,1,15.0,False,2,22,6.060700005036779,,False,False,0.29166885926200353,0.2856748939530496,0.2856748939530496
row_00236__narrow_gate,23,7,236,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_03,libero_10__task_00__episode_03__rtc_guided_overlap,3,36,narrow_gate,ba5eb25376b5fdcec587bc80d0ee8486f21952462444e7617b8a91c317718ba6,110.22575900278753,False,8,True,True,True,1,1,0,0,15.0,5.7622999884188175,True,True,True,1.0,2,1,15.0,False,2,22,4.834299994399771,,False,False,0.29166885926200353,0.2856748939530496,0.2856748939530496
row_00734__free_space,24,8,734,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_06,libero_10__task_00__episode_06__rtc_guided_overlap,6,36,free_space,c52d4aac674e2dd19ab09880242078dd22bde949b6c0318d0d753318d311345d,136.76659500197275,False,8,True,True,True,1,1,0,0,15.0,5.332400003680959,True,True,True,1.0,2,1,15.0,False,2,22,4.6498000010615215,,False,False,0.2859179768219576,0.27925955705148925,0.27925955705148925
row_00734__single_block,25,8,734,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_06,libero_10__task_00__episode_06__rtc_guided_overlap,6,36,single_block,c52d4aac674e2dd19ab09880242078dd22bde949b6c0318d0d753318d311345d,136.76659500197275,False,8,True,True,True,1,1,0,0,15.0,5.333900000550784,True,True,True,1.0,2,1,15.0,False,2,22,5.1737000030698255,,False,False,0.2859179768219576,0.27925955705148925,0.27925955705148925
row_00734__narrow_gate,26,8,734,libero_10,0,rtc_guided_overlap,libero_10__task_00__episode_06,libero_10__task_00__episode_06__rtc_guided_overlap,6,36,narrow_gate,c52d4aac674e2dd19ab09880242078dd22bde949b6c0318d0d753318d311345d,136.76659500197275,False,8,True,True,True,1,1,0,0,15.0,5.954699998255819,True,True,True,1.0,2,1,15.0,False,2,22,4.796300010639243,,False,False,0.2859179768219576,0.27925955705148925,0.27925955705148925
row_00900__free_space,27,9,900,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_02,libero_10__task_01__episode_02__overlap_unconditioned,2,43,free_space,a6df8e7cecfed274877f98e9b6f802eae438f3a44a2f81b9772749a456bdff04,78.42755500314524,False,10,True,True,True,1,1,0,0,15.0,5.789899994852021,True,True,True,1.0,2,1,15.0,False,2,22,4.629500006558374,,False,False,0.16281960764735479,0.1551595739636407,0.1551595739636407
row_00900__single_block,28,9,900,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_02,libero_10__task_01__episode_02__overlap_unconditioned,2,43,single_block,a6df8e7cecfed274877f98e9b6f802eae438f3a44a2f81b9772749a456bdff04,78.42755500314524,False,10,True,True,True,1,1,0,0,15.0,5.1891000039177015,True,True,True,1.0,2,1,15.0,False,2,22,4.807400007848628,,False,False,0.16281960764735479,0.1551595739636407,0.1551595739636407
row_00900__narrow_gate,29,9,900,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_02,libero_10__task_01__episode_02__overlap_unconditioned,2,43,narrow_gate,a6df8e7cecfed274877f98e9b6f802eae438f3a44a2f81b9772749a456bdff04,78.42755500314524,False,10,True,True,True,1,1,0,0,15.0,5.624299999908544,True,True,True,1.0,2,1,15.0,False,2,22,4.723799997009337,,False,False,0.16281960764735479,0.1551595739636407,0.1551595739636407
row_00987__free_space,30,10,987,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_03,libero_10__task_01__episode_03__overlap_unconditioned,3,15,free_space,1a4c541cd6dce34826c4a02e5a2f906f432194c542ec446b5787d11bce6c60f8,79.19176799623528,False,9,True,True,True,1,1,0,0,15.0,6.072700009099208,True,True,True,1.0,2,1,15.0,False,2,22,4.57819999428466,,False,False,0.15680633679858705,0.1500564139635808,0.1500564139635808
row_00987__single_block,31,10,987,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_03,libero_10__task_01__episode_03__overlap_unconditioned,3,15,single_block,1a4c541cd6dce34826c4a02e5a2f906f432194c542ec446b5787d11bce6c60f8,79.19176799623528,False,9,True,True,True,1,1,0,0,15.0,5.436299994471483,True,True,True,1.0,2,1,15.0,False,2,22,4.5658999879378825,,False,False,0.15680633679858705,0.1500564139635808,0.1500564139635808
row_00987__narrow_gate,32,10,987,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_03,libero_10__task_01__episode_03__overlap_unconditioned,3,15,narrow_gate,1a4c541cd6dce34826c4a02e5a2f906f432194c542ec446b5787d11bce6c60f8,79.19176799623528,False,9,True,True,True,1,1,0,0,15.0,5.295199996908195,True,True,True,1.0,2,1,15.0,False,2,22,4.6094999997876585,,False,False,0.15680633679858705,0.1500564139635808,0.1500564139635808
row_01440__free_space,33,11,1440,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_06,libero_10__task_01__episode_06__overlap_unconditioned,6,11,free_space,90b659f8d7dc8af4db105846364bf1d24672c20601b9914e27a4d00295e1cb03,95.08972799812909,False,3,True,True,True,1,1,0,0,15.0,5.1737000030698255,True,True,True,1.0,2,1,15.0,False,2,22,4.564499991829507,,False,False,0.1638597304656754,0.1558638934916706,0.1558638934916706
row_01440__single_block,34,11,1440,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_06,libero_10__task_01__episode_06__overlap_unconditioned,6,11,single_block,90b659f8d7dc8af4db105846364bf1d24672c20601b9914e27a4d00295e1cb03,95.08972799812909,False,3,True,True,True,1,1,0,0,15.0,5.8136000006925315,True,True,True,1.0,2,1,15.0,False,2,22,4.694899995229207,,False,False,0.1638597304656754,0.1558638934916706,0.1558638934916706
row_01440__narrow_gate,35,11,1440,libero_10,1,overlap_unconditioned,libero_10__task_01__episode_06,libero_10__task_01__episode_06__overlap_unconditioned,6,11,narrow_gate,90b659f8d7dc8af4db105846364bf1d24672c20601b9914e27a4d00295e1cb03,95.08972799812909,False,3,True,True,True,1,1,0,0,15.0,5.310299995471723,True,True,True,1.0,2,1,15.0,False,2,22,4.6162999933585525,,False,False,0.1638597304656754,0.1558638934916706,0.1558638934916706
row_00956__free_space,36,12,956,libero_10,1,projected_overlap,libero_10__task_01__episode_02,libero_10__task_01__episode_02__projected_overlap,2,32,free_space,36e125b530a0d227df42bc22392771099686acbc4843d7e2b3b1c22c335b5577,77.89128000149503,False,3,True,True,True,1,1,0,0,15.0,5.827500004670583,True,True,True,1.0,2,1,15.0,False,2,22,5.754699988756329,,False,False,0.20270281107116714,0.2003215359848865,0.2003215359848865
row_00956__single_block,37,12,956,libero_10,1,projected_overlap,libero_10__task_01__episode_02,libero_10__task_01__episode_02__projected_overlap,2,32,single_block,36e125b530a0d227df42bc22392771099686acbc4843d7e2b3b1c22c335b5577,77.89128000149503,False,3,True,True,True,1,1,0,0,15.0,6.117199998698197,True,True,True,1.0,2,1,15.0,False,2,22,4.813400009879842,,False,False,0.20270281107116714,0.2003215359848865,0.2003215359848865
row_00956__narrow_gate,38,12,956,libero_10,1,projected_overlap,libero_10__task_01__episode_02,libero_10__task_01__episode_02__projected_overlap,2,32,narrow_gate,36e125b530a0d227df42bc22392771099686acbc4843d7e2b3b1c22c335b5577,77.89128000149503,False,3,True,True,True,1,1,0,0,15.0,5.758900006185286,True,True,True,1.0,2,1,15.0,False,2,22,5.603300000075251,,False,False,0.20270281107116714,0.2003215359848865,0.2003215359848865
row_01145__free_space,39,13,1145,libero_10,1,projected_overlap,libero_10__task_01__episode_04,libero_10__task_01__episode_04__projected_overlap,4,25,free_space,90a94f4e8f6685f2f42683556499e5c5e8807d3a0dc2bdd41422dba02c9a528e,86.79158599989023,False,1,True,True,True,1,1,0,0,15.0,4.3083000055048615,True,True,True,1.0,1,1,15.0,False,2,21,4.441299999598414,,False,False,0.13501236540095415,0.13293529969000742,0.13293529969000742
row_01145__single_block,40,13,1145,libero_10,1,projected_overlap,libero_10__task_01__episode_04,libero_10__task_01__episode_04__projected_overlap,4,25,single_block,90a94f4e8f6685f2f42683556499e5c5e8807d3a0dc2bdd41422dba02c9a528e,86.79158599989023,False,1,True,True,True,1,1,0,0,15.0,4.572699996060692,True,True,True,1.0,1,1,15.0,False,2,21,4.092899995157495,,False,False,0.13501236540095415,0.13293529969000742,0.13293529969000742
row_01145__narrow_gate,41,13,1145,libero_10,1,projected_overlap,libero_10__task_01__episode_04,libero_10__task_01__episode_04__projected_overlap,4,25,narrow_gate,90a94f4e8f6685f2f42683556499e5c5e8807d3a0dc2bdd41422dba02c9a528e,86.79158599989023,False,1,True,True,True,1,1,0,0,15.0,4.541699992842041,True,True,True,1.0,1,1,15.0,False,2,21,4.012299992609769,,False,False,0.13501236540095415,0.13293529969000742,0.13293529969000742
row_01507__free_space,42,14,1507,libero_10,1,projected_overlap,libero_10__task_01__episode_06,libero_10__task_01__episode_06__projected_overlap,6,28,free_space,bbb229a5c7dd16db9f94a2b04dc35e324bb2ff7cb84be61fbc89bfddc8b615f6,79.14954399893759,False,5,True,True,True,0,0,0,0,6.915993549757233,5.372300001909025,True,True,True,1.0,2,0,15.0,False,2,22,4.537400003755465,,False,False,0.12077960174602381,0.12077960174602381,0.12077960174602381
row_01507__single_block,43,14,1507,libero_10,1,projected_overlap,libero_10__task_01__episode_06,libero_10__task_01__episode_06__projected_overlap,6,28,single_block,bbb229a5c7dd16db9f94a2b04dc35e324bb2ff7cb84be61fbc89bfddc8b615f6,79.14954399893759,False,5,True,True,True,0,0,0,0,6.915993549757233,5.016600000089966,True,True,True,1.0,2,0,15.0,False,2,22,4.257399996276945,,False,False,0.12077960174602381,0.12077960174602381,0.12077960174602381
row_01507__narrow_gate,44,14,1507,libero_10,1,projected_overlap,libero_10__task_01__episode_06,libero_10__task_01__episode_06__projected_overlap,6,28,narrow_gate,bbb229a5c7dd16db9f94a2b04dc35e324bb2ff7cb84be61fbc89bfddc8b615f6,79.14954399893759,False,5,True,True,True,0,0,0,0,6.915993549757233,4.705699990154244,True,True,True,1.0,2,0,15.0,False,2,22,4.129100008867681,,False,False,0.12077960174602381,0.12077960174602381,0.12077960174602381
row_01086__free_space,45,15,1086,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_03,libero_10__task_01__episode_03__rtc_guided_overlap,3,15,free_space,ec0b512f5237264f17920ba443591c65816424db89d62988e93a55b93263be6c,108.5581090010237,False,10,True,True,True,1,1,0,0,15.0,5.090499995276332,True,True,True,1.0,2,1,15.0,False,2,22,4.388100001960993,,False,False,0.15534463873820112,0.14874231060358842,0.14874231060358842
row_01086__single_block,46,15,1086,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_03,libero_10__task_01__episode_03__rtc_guided_overlap,3,15,single_block,ec0b512f5237264f17920ba443591c65816424db89d62988e93a55b93263be6c,108.5581090010237,False,10,True,True,True,1,1,0,0,15.0,4.968300010659732,True,True,True,1.0,2,1,15.0,False,2,22,4.742600009194575,,False,False,0.15534463873820112,0.14874231060358842,0.14874231060358842
row_01086__narrow_gate,47,15,1086,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_03,libero_10__task_01__episode_03__rtc_guided_overlap,3,15,narrow_gate,ec0b512f5237264f17920ba443591c65816424db89d62988e93a55b93263be6c,108.5581090010237,False,10,True,True,True,1,1,0,0,15.0,4.990600005839951,True,True,True,1.0,2,1,15.0,False,2,22,4.5024000137345865,,False,False,0.15534463873820112,0.14874231060358842,0.14874231060358842
row_01191__free_space,48,16,1191,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_04,libero_10__task_01__episode_04__rtc_guided_overlap,4,20,free_space,fe4e8eff87997b03854846e36c1e04bb16804ba893b79e3bb4085372c986e9a7,107.11069100216264,False,8,True,True,True,1,1,0,0,15.0,6.2310999928740785,True,True,True,1.0,2,1,15.0,False,2,22,8.53409999399446,,False,False,0.3218877605545671,0.3148992240662159,0.3148992240662159
row_01191__single_block,49,16,1191,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_04,libero_10__task_01__episode_04__rtc_guided_overlap,4,20,single_block,fe4e8eff87997b03854846e36c1e04bb16804ba893b79e3bb4085372c986e9a7,107.11069100216264,False,8,True,True,True,1,1,0,0,15.0,5.424400005722418,True,True,True,1.0,2,1,15.0,False,2,22,4.820499991183169,,False,False,0.3218877605545671,0.3148992240662159,0.3148992240662159
row_01191__narrow_gate,50,16,1191,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_04,libero_10__task_01__episode_04__rtc_guided_overlap,4,20,narrow_gate,fe4e8eff87997b03854846e36c1e04bb16804ba893b79e3bb4085372c986e9a7,107.11069100216264,False,8,True,True,True,1,1,0,0,15.0,5.961400005617179,True,True,True,1.0,2,1,15.0,False,2,22,5.153299993253313,,False,False,0.3218877605545671,0.3148992240662159,0.3148992240662159
row_01307__free_space,51,17,1307,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_05,libero_10__task_01__episode_05__rtc_guided_overlap,5,26,free_space,aeecabb235ae92f2f61bc92716310007ea6615ccf856db6a5ec6520ccc509c45,108.09741300181486,False,3,True,True,True,1,1,0,0,15.0,7.111400002031587,True,True,True,1.0,1,1,15.0,False,2,21,5.70789999619592,,False,False,0.09615427134887645,0.0892231051257267,0.0892231051257267
row_01307__single_block,52,17,1307,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_05,libero_10__task_01__episode_05__rtc_guided_overlap,5,26,single_block,aeecabb235ae92f2f61bc92716310007ea6615ccf856db6a5ec6520ccc509c45,108.09741300181486,False,3,True,True,True,1,1,0,0,15.0,5.833900009747595,True,True,True,1.0,1,1,15.0,False,2,21,6.154999995487742,,False,False,0.09615427134887645,0.0892231051257267,0.0892231051257267
row_01307__narrow_gate,53,17,1307,libero_10,1,rtc_guided_overlap,libero_10__task_01__episode_05,libero_10__task_01__episode_05__rtc_guided_overlap,5,26,narrow_gate,aeecabb235ae92f2f61bc92716310007ea6615ccf856db6a5ec6520ccc509c45,108.09741300181486,False,3,True,True,True,1,1,0,0,15.0,5.246800006716512,True,True,True,1.0,1,1,15.0,False,2,21,4.291599994758144,,False,False,0.09615427134887645,0.0892231051257267,0.0892231051257267
row_01675__free_space,54,18,1675,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,1,free_space,b529e80e8f8d4fd66e57f477b1c32fd6b7e1574f23f85ef1582259bdddf7925e,78.09889200143516,False,8,True,True,True,0,0,0,0,5.033607011819807,4.037299993797205,True,True,True,1.0,1,0,11.173227618282974,False,2,21,5.340500007150695,,False,False,0.07796263959287651,0.07796263959287651,0.07796263959287651
row_01675__single_block,55,18,1675,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,1,single_block,b529e80e8f8d4fd66e57f477b1c32fd6b7e1574f23f85ef1582259bdddf7925e,78.09889200143516,False,8,True,True,True,0,0,0,0,5.033607011819807,6.229100006748922,True,True,True,1.0,1,0,11.173227618282974,False,2,21,5.03010000102222,,False,False,0.07796263959287651,0.07796263959287651,0.07796263959287651
row_01675__narrow_gate,56,18,1675,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,1,narrow_gate,b529e80e8f8d4fd66e57f477b1c32fd6b7e1574f23f85ef1582259bdddf7925e,78.09889200143516,False,8,True,True,True,0,0,0,0,5.033607011819807,6.018100000801496,True,True,True,1.0,1,0,11.173227618282974,False,2,21,4.102700011571869,,False,False,0.07796263959287651,0.07796263959287651,0.07796263959287651
row_01708__free_space,57,19,1708,libero_10,2,overlap_unconditioned,libero_10__task_02__episode_02,libero_10__task_02__episode_02__overlap_unconditioned,2,34,free_space,f2a50edfe0256c15d7b51d9322c938e8000d5c8dd8d094e6fe385762844dcda2,82.38331400207244,False,8,True,True,True,1,1,0,0,15.0,6.41979998908937,True,True,True,1.0,2,1,15.0,False,2,22,12.984000000869855,,False,False,0.15253668313198096,0.1443924734673346,0.1443924734673346
